0,1,2
OPP-014994,DTE Energy Company,2025-04-18 11:11:10
OPP-015009,Edison International,2025-04-26 07:27:53
OPP-015040,"Vmware, Inc",2025-04-29 00:45:06
OPP-015041,Dell Technologies Inc.,2025-06-19 07:46:05
OPP-015047,Intuit Inc.,2025-05-21 12:34:37
OPP-015052,Electronic Arts Inc.,2025-06-15 15:12:50
OPP-015094,Edison International,2025-04-17 03:30:39
OPP-015098,Dover Corporation,2025-06-06 13:23:24
OPP-015101,"Dropbox, Inc.",2025-05-18 05:39:34
OPP-015130,"Dropbox, Inc.",2025-04-05 01:53:23
OPP-015179,"Netflix, Inc.",2025-04-11 10:14:26
OPP-015180,Microsoft Corporation,2025-06-20 07:32:30
OPP-015183,"Meta Platforms, Inc.",2025-05-16 16:50:28
OPP-015221,Emerson Electric Co.,2025-05-12 23:08:07
OPP-015228,"HubSpot, Inc.",2025-06-16 06:37:37
OPP-015280,Fortive Corporation,2025-06-22 14:41:18
OPP-015321,Wipro Limited,2025-04-04 02:53:44
OPP-015340,"ServiceNow, Inc.",2025-04-26 10:37:46
OPP-015364,"Enphase Energy, Inc.",2025-04-26 03:09:58
OPP-015386,Emerson Electric Co.,2025-06-06 04:45:35
OPP-015393,Eastman Chemical Company,2025-05-11 15:37:23
OPP-015411,Eastman Chemical Company,2025-04-21 13:22:21
OPP-015417,FirstEnergy Corp.,2025-04-18 03:54:47
OPP-015442,"DuPont de Nemours, Inc.",2025-04-16 05:19:09
OPP-015460,Hewlett Packard Enterprise Company,2025-05-13 05:43:27
OPP-015465,Dover Corporation,2025-04-19 12:00:58
OPP-015470,"HubSpot, Inc.",2025-05-19 22:41:03
OPP-015493,Ford Motor Company,2025-04-03 02:24:41
OPP-015513,Cognizant Technology Solutions Corporation,2025-06-03 10:13:36
OPP-015516,DTE Energy Company,2025-05-31 16:47:22
OPP-015523,"Fiserv, Inc.",2025-05-31 16:41:12
OPP-015539,"Enphase Energy, Inc.",2025-04-24 09:43:05
OPP-015540,"Citizens Financial Group, Inc.",2025-06-10 00:06:36
OPP-015548,"Amazon.com, Inc.",2025-06-07 09:38:28
OPP-015563,Eastman Chemical Company,2025-05-14 18:40:12
OPP-015582,"Elevance Health, Inc.",2025-06-02 22:28:48
OPP-015596,"Workday, Inc.",2025-05-17 07:28:19
OPP-015606,"DoorDash, Inc.",2025-06-05 08:00:45
OPP-015609,"Vmware, Inc",2025-06-16 00:12:37
OPP-015643,Colgate-Palmolive Company,2025-05-30 17:43:58
OPP-015669,Spotify Technology S.A.,2025-06-13 08:46:04
OPP-015691,Infosys Limited,2025-06-02 23:41:35
OPP-015695,"D.R. Horton, Inc.",2025-04-08 04:34:56
OPP-015701,Colgate-Palmolive Company,2025-06-12 13:32:52
OPP-015726,Hewlett Packard Enterprise Company,2025-04-28 09:55:03
OPP-015745,"Coinbase Global, Inc.",2025-05-09 01:41:44
OPP-015746,Atlassian Corporation,2025-05-04 14:09:48
OPP-015749,Entergy Corporation,2025-05-18 17:49:10
OPP-015755,Hewlett Packard Enterprise Company,2025-04-15 20:46:03
OPP-015787,"HubSpot, Inc.",2025-05-14 11:42:52
OPP-015864,"Dropbox, Inc.",2025-05-26 21:32:27
OPP-015865,Zoom Communications Inc.,2025-06-25 20:30:32
OPP-015866,CME Group Inc.,2025-05-30 19:14:02
OPP-015868,Adobe Inc.,2025-04-10 13:46:54
OPP-015900,"Citizens Financial Group, Inc.",2025-05-18 07:29:11
OPP-015934,Fortive Corporation,2025-06-11 03:05:27
OPP-015976,Eastman Chemical Company,2025-05-15 06:25:16
OPP-015995,Emerson Electric Co.,2025-05-03 00:08:32
OPP-016013,"Fiserv, Inc.",2025-06-13 15:46:48
OPP-016014,SAP SE,2025-06-22 09:27:15
OPP-016026,"Dropbox, Inc.",2025-04-27 23:11:50
OPP-016028,"Coinbase Global, Inc.",2025-04-22 16:58:19
OPP-016036,Edwards Lifesciences Corporation,2025-06-08 20:44:44
OPP-016043,SAP SE,2025-06-09 06:54:01
OPP-016045,EQT Corporation,2025-04-17 14:33:49
OPP-016084,Edison International,2025-06-18 17:18:56
OPP-016087,"Netflix, Inc.",2025-04-12 16:14:30
OPP-016096,Colgate-Palmolive Company,2025-05-02 14:16:06
OPP-016102,"Enphase Energy, Inc.",2025-06-12 14:39:27
OPP-016114,SAP SE,2025-05-04 00:11:29
OPP-016121,Fortive Corporation,2025-04-26 00:45:45
OPP-016136,SAP SE,2025-06-13 20:18:13
OPP-016158,Electronic Arts Inc.,2025-06-20 21:48:12
OPP-016173,Adobe Inc.,2025-06-17 14:03:33
OPP-016213,Oracle Corporation,2025-04-20 13:15:24
OPP-016233,Colgate-Palmolive Company,2025-05-25 04:19:20
OPP-016243,"Netflix, Inc.",2025-05-12 05:21:06
OPP-016245,Hewlett Packard Enterprise Company,2025-05-06 15:51:15
OPP-016267,"Fortinet, Inc.",2025-04-21 08:29:37
OPP-016268,"Amazon.com, Inc.",2025-05-14 14:55:39
OPP-016269,"Vmware, Inc",2025-06-14 09:16:17
OPP-016281,Infosys Limited,2025-05-08 09:45:40
OPP-016311,Electronic Arts Inc.,2025-06-12 18:11:30
OPP-016314,EQT Corporation,2025-04-15 01:24:19
OPP-016336,"D.R. Horton, Inc.",2025-04-09 19:47:09
OPP-016376,Citigroup Inc.,2025-05-28 12:46:16
OPP-016381,Dell Technologies Inc.,2025-05-01 09:06:48
OPP-016395,"Cisco Systems, Inc.",2025-06-14 10:34:23
OPP-016403,CMS Energy Corporation,2025-04-14 23:11:02
OPP-016464,"D.R. Horton, Inc.",2025-05-13 07:47:28
OPP-016490,Sigmasoft Infotech Pvt.Ltd,2025-06-13 09:40:46
OPP-016491,"Amazon.com, Inc.",2025-04-22 10:12:24
OPP-016493,"DoorDash, Inc.",2025-06-13 19:22:44
OPP-016561,"Dropbox, Inc.",2025-06-19 12:11:02
OPP-016614,Electronic Arts Inc.,2025-04-17 00:47:35
OPP-016637,"DuPont de Nemours, Inc.",2025-05-04 10:41:08
OPP-016687,"Fortinet, Inc.",2025-04-03 01:26:04
OPP-016688,Entergy Corporation,2025-04-06 01:13:33
OPP-016714,"EPAM Systems, Inc.",2025-05-03 18:06:59
OPP-016750,"D.R. Horton, Inc.",2025-04-09 12:41:47
OPP-016761,"Coinbase Global, Inc.",2025-05-12 06:30:26
OPP-016767,"Elevance Health, Inc.",2025-05-27 01:03:05
OPP-016781,"Enphase Energy, Inc.",2025-05-23 12:00:08
OPP-016784,"Netflix, Inc.",2025-04-23 03:56:30
OPP-016786,Tata Consultancy Services Limited,2025-06-10 00:48:44
OPP-016814,Citigroup Inc.,2025-05-21 12:39:28
OPP-016826,Intuit Inc.,2025-05-01 05:44:56
OPP-016837,"Fortinet, Inc.",2025-05-04 10:05:35
OPP-016839,"DoorDash, Inc.",2025-05-21 17:53:56
OPP-016846,Tata Consultancy Services Limited,2025-04-13 22:46:57
OPP-016854,Intuit Inc.,2025-05-31 11:06:01
OPP-016855,Equifax Inc.,2025-05-22 00:09:43
OPP-016889,"HubSpot, Inc.",2025-04-23 02:38:16
OPP-016931,Electronic Arts Inc.,2025-04-22 12:19:50
OPP-016933,Sigmasoft Infotech Pvt.Ltd,2025-06-19 07:19:16
OPP-016974,Colgate-Palmolive Company,2025-05-17 12:13:54
OPP-016975,"Dominion Energy, Inc.",2025-04-01 15:08:43
OPP-016980,"Cisco Systems, Inc.",2025-05-21 21:55:26
OPP-017002,Citigroup Inc.,2025-06-24 20:31:03
OPP-017009,Oracle Corporation,2025-04-24 07:21:28
OPP-017023,Ford Motor Company,2025-05-27 00:45:13
OPP-017026,"HubSpot, Inc.",2025-04-07 03:17:58
OPP-017034,Entergy Corporation,2025-05-15 22:59:19
OPP-017045,SAP SE,2025-06-18 10:17:45
OPP-017047,EQT Corporation,2025-06-03 06:15:08
OPP-017048,"Meta Platforms, Inc.",2025-06-14 04:34:53
OPP-017066,"D.R. Horton, Inc.",2025-04-04 18:47:40
OPP-017131,Duke Energy Corporation,2025-06-05 14:09:26
OPP-017139,"EOG Resources, Inc.",2025-04-29 07:24:43
OPP-017153,"DuPont de Nemours, Inc.",2025-04-14 20:52:54
OPP-017164,Spotify Technology S.A.,2025-05-25 06:01:21
OPP-017180,Infosys Limited,2025-04-12 16:27:29
OPP-017182,Entergy Corporation,2025-06-13 18:01:15
OPP-017193,Eastman Chemical Company,2025-05-19 23:34:09
OPP-017200,Atlassian Corporation,2025-06-07 15:14:26
OPP-017218,Tata Consultancy Services Limited,2025-06-23 00:32:20
OPP-017230,"HubSpot, Inc.",2025-04-10 08:04:00
OPP-017252,Sigmasoft Infotech Pvt.Ltd,2025-05-26 18:35:50
OPP-017255,The Clorox Company,2025-05-27 14:43:29
OPP-017259,"Netflix, Inc.",2025-04-15 18:01:09
OPP-017263,Electronic Arts Inc.,2025-04-28 09:48:09
OPP-017266,Cognizant Technology Solutions Corporation,2025-04-26 19:48:26
OPP-017282,Emerson Electric Co.,2025-06-13 01:20:08
OPP-017292,"EPAM Systems, Inc.",2025-04-12 01:34:59
OPP-017307,Edison International,2025-06-13 10:36:58
OPP-017313,Zoom Communications Inc.,2025-05-17 13:48:37
OPP-017327,"Meta Platforms, Inc.",2025-04-22 10:05:46
OPP-017333,FirstEnergy Corp.,2025-06-24 05:15:34
OPP-017347,Edwards Lifesciences Corporation,2025-05-11 23:40:01
OPP-017358,Atlassian Corporation,2025-05-11 02:59:08
OPP-017375,Electronic Arts Inc.,2025-05-10 09:29:15
OPP-017387,Dell Technologies Inc.,2025-04-19 14:06:01
OPP-017395,"Vmware, Inc",2025-04-10 18:30:51
OPP-017426,Intuit Inc.,2025-04-24 21:03:36
OPP-017449,Emerson Electric Co.,2025-04-18 22:52:25
OPP-017461,Sigmasoft Infotech Pvt.Ltd,2025-05-17 16:23:26
OPP-017467,"D.R. Horton, Inc.",2025-04-05 13:03:29
OPP-017468,Entergy Corporation,2025-05-01 02:31:31
OPP-017477,"Fortinet, Inc.",2025-04-21 01:22:23
OPP-017479,Colgate-Palmolive Company,2025-06-02 05:24:30
OPP-017480,"DoorDash, Inc.",2025-05-15 11:05:11
OPP-017515,"Meta Platforms, Inc.",2025-04-11 00:39:16
OPP-017542,Sigmasoft Infotech Pvt.Ltd,2025-05-07 09:34:26
OPP-017543,"Elevance Health, Inc.",2025-05-12 19:22:13
OPP-017547,"EOG Resources, Inc.",2025-05-11 23:47:56
OPP-017578,Microsoft Corporation,2025-05-23 08:13:29
OPP-017591,"DoorDash, Inc.",2025-05-10 01:20:47
OPP-017616,"DuPont de Nemours, Inc.",2025-06-07 00:40:20
OPP-017628,Microsoft Corporation,2025-06-03 19:37:43
OPP-017648,Equifax Inc.,2025-06-23 07:31:16
OPP-017656,"Cisco Systems, Inc.",2025-06-12 20:20:53
OPP-017678,"Fiserv, Inc.",2025-06-19 21:25:43
OPP-017731,Edwards Lifesciences Corporation,2025-04-03 01:23:34
OPP-017735,Intuit Inc.,2025-05-08 04:28:10
OPP-017739,"Elevance Health, Inc.",2025-04-12 13:48:38
OPP-017743,Alphabet Inc.,2025-06-12 01:28:49
OPP-017791,Eastman Chemical Company,2025-05-27 04:12:44
OPP-017813,"Workday, Inc.",2025-06-12 18:01:08
OPP-017819,"EOG Resources, Inc.",2025-05-08 05:32:21
OPP-017834,Eastman Chemical Company,2025-04-09 12:41:15
OPP-017860,Eastman Chemical Company,2025-05-21 17:48:51
OPP-017868,"Amazon.com, Inc.",2025-04-18 18:33:33
OPP-017873,"Salesforce, Inc.",2025-04-28 23:37:45
OPP-017874,Spotify Technology S.A.,2025-05-21 19:38:29
OPP-017891,"Vmware, Inc",2025-05-05 21:47:53
OPP-017900,Spotify Technology S.A.,2025-05-09 12:04:07
OPP-017903,"DoorDash, Inc.",2025-06-22 21:53:52
OPP-017905,EQT Corporation,2025-05-23 04:23:28
OPP-017921,"Amazon.com, Inc.",2025-05-31 20:09:55
OPP-017941,"Elevance Health, Inc.",2025-04-22 10:01:46
OPP-017959,"Fortinet, Inc.",2025-05-02 08:52:24
OPP-017966,International Business Machines Corporation,2025-05-27 08:35:21
OPP-017973,Oracle Corporation,2025-05-21 18:17:07
OPP-017981,"Fortinet, Inc.",2025-04-20 20:46:01
OPP-017984,Emerson Electric Co.,2025-04-09 20:46:02
OPP-017985,SAP SE,2025-05-05 18:01:28
OPP-017993,"DoorDash, Inc.",2025-04-11 14:16:37
OPP-018002,Hewlett Packard Enterprise Company,2025-06-18 02:46:52
OPP-018024,"EPAM Systems, Inc.",2025-05-13 19:16:03
OPP-018027,"Elevance Health, Inc.",2025-06-04 12:14:32
OPP-018037,Oracle Corporation,2025-06-08 12:06:12
OPP-018066,Edison International,2025-05-25 08:53:08
OPP-018075,"DoorDash, Inc.",2025-05-09 18:34:13
OPP-018087,"Salesforce, Inc.",2025-05-06 17:54:31
OPP-018102,"HubSpot, Inc.",2025-04-16 04:33:05
OPP-018106,"Enphase Energy, Inc.",2025-05-11 12:00:33
OPP-018116,The Coca-Cola Company,2025-04-16 18:21:07
OPP-018137,Sigmasoft Infotech Pvt.Ltd,2025-05-08 03:58:42
OPP-018175,Spotify Technology S.A.,2025-06-01 11:15:42
OPP-018193,Slack Technologies Inc,2025-05-27 04:29:30
OPP-018222,Snowflake Inc.,2025-04-27 00:17:42
OPP-018225,Sigmasoft Infotech Pvt.Ltd,2025-04-22 03:37:29
OPP-018255,Infosys Limited,2025-04-08 18:36:47
OPP-018280,Electronic Arts Inc.,2025-06-22 19:32:55
OPP-018289,"DuPont de Nemours, Inc.",2025-05-25 02:52:53
OPP-018295,Sigmasoft Infotech Pvt.Ltd,2025-06-17 11:21:38
OPP-018329,Dover Corporation,2025-05-05 21:30:21
OPP-018341,"Elevance Health, Inc.",2025-04-16 02:30:10
OPP-018365,Spotify Technology S.A.,2025-04-26 20:13:58
OPP-018366,FirstEnergy Corp.,2025-05-21 06:50:08
OPP-018401,"D.R. Horton, Inc.",2025-05-30 07:44:05
OPP-018421,Eastman Chemical Company,2025-06-01 22:58:55
OPP-018422,"Dominion Energy, Inc.",2025-04-03 01:58:03
OPP-018426,Wipro Limited,2025-04-11 22:57:32
OPP-018485,"HubSpot, Inc.",2025-05-31 18:52:15
OPP-018493,Slack Technologies Inc,2025-04-28 10:09:44
OPP-018540,"Enphase Energy, Inc.",2025-06-18 02:43:58
OPP-018546,Zoom Communications Inc.,2025-04-17 16:31:33
OPP-018580,Snowflake Inc.,2025-06-10 13:38:44
OPP-018587,Wipro Limited,2025-04-22 09:13:04
OPP-018611,"Fiserv, Inc.",2025-05-31 22:23:56
OPP-018630,"Dominion Energy, Inc.",2025-04-03 09:35:30
OPP-018636,Slack Technologies Inc,2025-06-16 14:35:29
OPP-018668,"Salesforce, Inc.",2025-04-22 07:15:43
OPP-018683,Atlassian Corporation,2025-04-10 00:03:51
OPP-018745,Fortive Corporation,2025-06-16 15:34:50
OPP-018776,"DuPont de Nemours, Inc.",2025-05-24 11:30:49
OPP-018786,Fortive Corporation,2025-05-23 12:04:57
OPP-018803,"Meta Platforms, Inc.",2025-05-21 23:33:50
OPP-018811,"HubSpot, Inc.",2025-05-23 14:48:08
OPP-018829,Microsoft Corporation,2025-05-28 12:23:20
OPP-018838,"First Solar, Inc.",2025-06-14 00:55:19
OPP-018853,CMS Energy Corporation,2025-05-19 18:06:39
OPP-018881,CMS Energy Corporation,2025-05-22 01:00:59
OPP-018882,"DoorDash, Inc.",2025-04-24 19:42:10
OPP-018890,"Vmware, Inc",2025-06-16 05:03:24
OPP-018903,Entergy Corporation,2025-04-22 15:13:17
OPP-018909,Fortive Corporation,2025-05-04 22:21:25
OPP-018933,"HubSpot, Inc.",2025-05-10 07:11:27
OPP-018947,International Business Machines Corporation,2025-05-04 04:44:31
OPP-018955,Entergy Corporation,2025-05-31 13:06:23
OPP-018979,Citigroup Inc.,2025-05-02 12:51:23
OPP-018991,Entergy Corporation,2025-05-29 17:36:27
OPP-018997,Edison International,2025-05-15 09:21:45
OPP-019004,Wipro Limited,2025-04-04 15:34:34
OPP-019016,DTE Energy Company,2025-06-08 07:26:19
OPP-019021,Spotify Technology S.A.,2025-06-03 01:12:11
OPP-019022,"Enphase Energy, Inc.",2025-06-10 15:00:44
OPP-019086,"Fiserv, Inc.",2025-05-14 20:14:19
OPP-019096,CME Group Inc.,2025-04-16 18:39:05
OPP-019116,"D.R. Horton, Inc.",2025-06-09 06:38:09
OPP-019118,Infosys Limited,2025-05-20 20:30:49
OPP-019119,"Meta Platforms, Inc.",2025-06-16 01:32:02
OPP-019145,"D.R. Horton, Inc.",2025-06-12 12:40:53
OPP-019164,CME Group Inc.,2025-06-24 04:15:40
OPP-019166,DTE Energy Company,2025-05-23 03:19:49
OPP-019207,Alphabet Inc.,2025-06-21 23:31:01
OPP-019222,"Enphase Energy, Inc.",2025-04-25 08:15:51
OPP-019226,"Fortinet, Inc.",2025-06-20 12:53:41
OPP-019229,CME Group Inc.,2025-06-04 08:40:49
OPP-019248,Duke Energy Corporation,2025-06-17 19:27:26
OPP-019254,"Workday, Inc.",2025-04-10 10:00:43
OPP-019258,SAP SE,2025-04-15 17:34:21
OPP-019293,Oracle Corporation,2025-04-26 18:43:51
OPP-019301,Hewlett Packard Enterprise Company,2025-04-23 02:50:22
OPP-019311,The Clorox Company,2025-06-24 13:00:37
OPP-019317,Edison International,2025-04-19 22:05:41
OPP-019330,Cognizant Technology Solutions Corporation,2025-04-24 21:25:59
OPP-019331,Oracle Corporation,2025-06-19 00:09:52
OPP-019344,"Citizens Financial Group, Inc.",2025-05-24 23:29:05
OPP-019380,"First Solar, Inc.",2025-04-12 20:41:06
OPP-019392,EQT Corporation,2025-04-05 20:21:54
OPP-019462,"Amazon.com, Inc.",2025-04-07 10:57:51
OPP-019506,Colgate-Palmolive Company,2025-05-20 06:48:17
OPP-019519,"Dominion Energy, Inc.",2025-04-08 23:18:25
OPP-019524,"Coinbase Global, Inc.",2025-05-14 00:15:11
OPP-019535,The Clorox Company,2025-04-22 07:52:05
OPP-019543,"Dropbox, Inc.",2025-05-18 09:23:44
OPP-019544,Slack Technologies Inc,2025-05-15 17:28:40
OPP-019559,"Meta Platforms, Inc.",2025-04-08 21:28:57
OPP-019575,"Meta Platforms, Inc.",2025-04-30 09:09:02
OPP-019576,"Salesforce, Inc.",2025-06-10 22:02:34
OPP-019585,CME Group Inc.,2025-05-12 10:59:51
OPP-019598,Cognizant Technology Solutions Corporation,2025-06-15 04:21:56
OPP-019605,Intuit Inc.,2025-04-27 20:44:27
OPP-019636,The Coca-Cola Company,2025-04-25 20:25:53
OPP-019643,CMS Energy Corporation,2025-06-13 01:57:52
OPP-019647,Microsoft Corporation,2025-06-01 14:43:21
OPP-019687,"Coinbase Global, Inc.",2025-05-21 21:31:05
OPP-019724,Slack Technologies Inc,2025-04-28 16:42:12
OPP-019742,Adobe Inc.,2025-05-25 07:48:33
OPP-019745,"Netflix, Inc.",2025-06-22 02:58:49
OPP-019750,Fortive Corporation,2025-04-10 13:19:55
OPP-019798,"EOG Resources, Inc.",2025-06-17 17:42:15
OPP-019802,Hewlett Packard Enterprise Company,2025-06-15 14:31:04
OPP-019810,Spotify Technology S.A.,2025-04-09 01:19:50
OPP-019814,Oracle Corporation,2025-05-06 01:10:08
OPP-019831,"Citizens Financial Group, Inc.",2025-06-14 00:32:13
OPP-019843,Emerson Electric Co.,2025-05-03 19:44:23
OPP-019854,CME Group Inc.,2025-06-26 12:15:57
OPP-019855,"Coinbase Global, Inc.",2025-04-28 03:21:21
OPP-019863,FirstEnergy Corp.,2025-05-13 12:15:19
OPP-019888,Infosys Limited,2025-04-22 07:32:47
OPP-019899,"DuPont de Nemours, Inc.",2025-04-24 16:12:13
OPP-019902,DTE Energy Company,2025-06-06 10:05:45
OPP-019910,Alphabet Inc.,2025-06-06 00:12:01
OPP-019936,Spotify Technology S.A.,2025-05-22 04:55:27
OPP-019940,Edison International,2025-04-07 06:25:26
OPP-019946,"First Solar, Inc.",2025-05-22 22:58:46
OPP-019960,Adobe Inc.,2025-06-03 21:45:01
OPP-020031,FirstEnergy Corp.,2025-05-05 15:32:17
OPP-020040,Intuit Inc.,2025-05-19 23:52:17
OPP-020089,Zoom Communications Inc.,2025-05-13 18:46:33
OPP-020101,"Netflix, Inc.",2025-05-18 14:18:59
OPP-020113,"Citizens Financial Group, Inc.",2025-04-16 06:25:01
OPP-020142,Wipro Limited,2025-06-17 21:51:48
OPP-020157,"Citizens Financial Group, Inc.",2025-06-06 22:34:34
OPP-020167,Alphabet Inc.,2025-05-23 18:28:22
OPP-020171,Spotify Technology S.A.,2025-05-27 12:49:04
OPP-020193,EQT Corporation,2025-04-15 10:06:33
OPP-020198,"Dominion Energy, Inc.",2025-04-08 10:41:06
OPP-020246,"Fiserv, Inc.",2025-05-17 02:12:59
OPP-020260,EQT Corporation,2025-06-02 16:35:47
OPP-020266,Entergy Corporation,2025-04-18 00:49:11
OPP-020324,Edison International,2025-04-11 06:05:20
OPP-020356,The Clorox Company,2025-04-16 04:58:08
OPP-020397,The Clorox Company,2025-04-02 17:59:19
OPP-020407,"EPAM Systems, Inc.",2025-05-30 22:13:09
OPP-020431,Atlassian Corporation,2025-06-13 07:45:14
OPP-020432,"Coinbase Global, Inc.",2025-04-30 09:19:17
OPP-020441,"First Solar, Inc.",2025-05-14 08:02:46
OPP-020447,"EPAM Systems, Inc.",2025-06-22 09:41:45
OPP-020467,The Clorox Company,2025-06-01 07:46:16
OPP-020493,Dover Corporation,2025-06-12 11:53:35
OPP-020508,International Business Machines Corporation,2025-04-03 05:02:54
OPP-020514,"Workday, Inc.",2025-05-09 13:38:29
OPP-020519,Atlassian Corporation,2025-05-08 21:00:06
OPP-020545,"Vmware, Inc",2025-06-17 09:18:02
OPP-020547,"Salesforce, Inc.",2025-04-16 22:32:29
OPP-020580,CMS Energy Corporation,2025-06-25 22:44:43
OPP-020585,Adobe Inc.,2025-04-30 19:25:17
OPP-020629,Fortive Corporation,2025-06-18 05:01:02
OPP-020655,The Coca-Cola Company,2025-05-29 20:29:43
OPP-020671,"HubSpot, Inc.",2025-06-11 14:34:39
OPP-020709,"Vmware, Inc",2025-04-12 00:36:49
OPP-020725,Edwards Lifesciences Corporation,2025-05-12 14:18:09
OPP-020733,Emerson Electric Co.,2025-05-31 12:52:39
OPP-020737,SAP SE,2025-04-12 04:47:41
OPP-020742,"EOG Resources, Inc.",2025-04-06 20:31:46
OPP-020746,Fortive Corporation,2025-05-04 04:24:15
OPP-020781,"Fiserv, Inc.",2025-04-14 15:22:43
OPP-020804,"Salesforce, Inc.",2025-05-08 03:08:03
OPP-020807,Entergy Corporation,2025-05-03 00:15:23
OPP-020810,"Salesforce, Inc.",2025-06-04 20:48:46
OPP-020829,Dell Technologies Inc.,2025-04-13 00:16:39
OPP-020831,Atlassian Corporation,2025-05-17 13:28:44
OPP-020838,Oracle Corporation,2025-04-17 02:15:46
OPP-020884,Cognizant Technology Solutions Corporation,2025-06-15 04:49:10
OPP-020893,"Coinbase Global, Inc.",2025-06-06 23:47:56
OPP-020896,"DuPont de Nemours, Inc.",2025-04-01 14:56:41
OPP-021035,Eastman Chemical Company,2025-05-15 23:10:46
OPP-021041,Edwards Lifesciences Corporation,2025-06-25 06:15:56
OPP-021043,Emerson Electric Co.,2025-05-26 03:55:12
OPP-021044,"Citizens Financial Group, Inc.",2025-06-22 19:40:17
OPP-021066,Eastman Chemical Company,2025-06-08 02:27:28
OPP-021085,Adobe Inc.,2025-05-29 16:57:32
OPP-021099,Microsoft Corporation,2025-05-31 19:38:38
OPP-021127,CMS Energy Corporation,2025-04-16 23:24:55
OPP-021144,Emerson Electric Co.,2025-04-26 03:52:07
OPP-021196,Equifax Inc.,2025-05-19 00:41:03
OPP-021197,Colgate-Palmolive Company,2025-06-14 15:14:04
OPP-021206,Infosys Limited,2025-04-18 08:39:56
OPP-021212,Wipro Limited,2025-06-08 18:31:08
OPP-021222,Edwards Lifesciences Corporation,2025-04-15 11:16:45
OPP-021249,Intuit Inc.,2025-05-14 16:20:26
OPP-021265,"Vmware, Inc",2025-06-21 03:49:45
OPP-021294,"First Solar, Inc.",2025-05-19 00:48:40
OPP-021299,"Enphase Energy, Inc.",2025-05-05 17:37:29
OPP-021301,Sigmasoft Infotech Pvt.Ltd,2025-05-08 11:47:03
OPP-021316,Oracle Corporation,2025-06-26 02:01:14
OPP-021364,Ford Motor Company,2025-04-09 01:38:46
OPP-021386,International Business Machines Corporation,2025-04-16 13:55:59
OPP-021410,"Netflix, Inc.",2025-05-29 01:23:16
OPP-021424,"Meta Platforms, Inc.",2025-04-20 08:04:43
OPP-021430,"Salesforce, Inc.",2025-05-25 10:43:52
OPP-021453,Zoom Communications Inc.,2025-05-04 03:19:20
OPP-021507,Eastman Chemical Company,2025-04-06 11:45:18
OPP-021539,Electronic Arts Inc.,2025-04-24 07:49:05
OPP-021545,Tata Consultancy Services Limited,2025-04-11 21:21:28
OPP-021558,Edison International,2025-04-01 02:24:56
OPP-021560,"Meta Platforms, Inc.",2025-05-30 05:08:14
OPP-021564,Electronic Arts Inc.,2025-06-02 17:23:13
OPP-021566,Infosys Limited,2025-04-06 14:59:18
OPP-021569,"Dominion Energy, Inc.",2025-04-08 07:11:26
OPP-021582,"Netflix, Inc.",2025-05-22 19:16:07
OPP-021595,"Vmware, Inc",2025-05-21 08:12:08
OPP-021602,Dover Corporation,2025-06-11 16:46:29
OPP-021626,"First Solar, Inc.",2025-04-18 14:34:37
OPP-021684,"Vmware, Inc",2025-05-03 01:42:15
OPP-021695,Adobe Inc.,2025-05-18 05:15:44
OPP-021698,Microsoft Corporation,2025-04-24 17:38:30
OPP-021711,Atlassian Corporation,2025-05-05 18:56:35
OPP-021718,"Cisco Systems, Inc.",2025-04-02 23:05:11
OPP-021724,SAP SE,2025-04-22 17:32:30
OPP-021742,Wipro Limited,2025-05-26 09:37:06
OPP-021788,Zoom Communications Inc.,2025-05-06 15:18:31
OPP-021795,"DoorDash, Inc.",2025-04-29 07:03:30
OPP-021823,Wipro Limited,2025-05-05 12:54:18
OPP-021827,Emerson Electric Co.,2025-04-11 16:36:54
OPP-021839,Edwards Lifesciences Corporation,2025-04-30 09:06:30
OPP-021868,The Coca-Cola Company,2025-05-23 14:05:54
OPP-021944,SAP SE,2025-06-02 22:07:01
OPP-021967,Colgate-Palmolive Company,2025-06-18 05:17:36
OPP-021985,"Amazon.com, Inc.",2025-05-30 22:32:50
OPP-022002,Tata Consultancy Services Limited,2025-05-25 12:09:24
OPP-022003,International Business Machines Corporation,2025-04-14 00:29:50
OPP-022039,Entergy Corporation,2025-06-15 00:25:02
OPP-022049,"Workday, Inc.",2025-06-02 03:08:38
OPP-022081,"Salesforce, Inc.",2025-04-05 00:24:17
OPP-022088,Duke Energy Corporation,2025-06-22 22:16:27
OPP-022098,"First Solar, Inc.",2025-04-26 13:29:00
OPP-022102,"Amazon.com, Inc.",2025-05-20 14:03:37
OPP-022111,"Vmware, Inc",2025-04-17 19:29:07
OPP-022112,SAP SE,2025-05-25 13:06:45
OPP-022223,Colgate-Palmolive Company,2025-05-06 19:35:21
OPP-022237,Ford Motor Company,2025-04-20 14:39:40
OPP-022247,"Fiserv, Inc.",2025-06-03 21:55:22
OPP-022248,Alphabet Inc.,2025-04-28 17:42:34
OPP-022262,"Workday, Inc.",2025-06-25 07:09:45
OPP-022267,Oracle Corporation,2025-06-03 17:41:30
OPP-022287,"Fortinet, Inc.",2025-04-25 18:44:01
OPP-022292,Hewlett Packard Enterprise Company,2025-05-19 17:41:28
OPP-022305,"EPAM Systems, Inc.",2025-04-07 12:14:31
OPP-022306,The Coca-Cola Company,2025-05-04 01:45:31
OPP-022309,Microsoft Corporation,2025-06-16 23:05:06
