0,1,2,3,4,5,6,7,8
OPP-012452,ACC-000020,PROD-0030,New Business,2021-07-13 21:11:27,,Open,81301.1796875,0.23000000417232513
OPP-012453,ACC-000053,PROD-0056,Renewal,2021-12-18 16:12:59,,Qualified,18364.4609375,0.2199999988079071
OPP-012455,ACC-000044,PROD-0010,Cross-sell,2024-07-20 09:18:57,,Open,53430.8203125,0.25
OPP-012456,ACC-000037,PROD-0070,New Business,2022-09-02 03:31:02,,Open,23802.25,0.47999998927116394
OPP-012459,ACC-000044,PROD-0068,New Business,2022-06-06 00:14:18,,Qualified,23456.41015625,0.47999998927116394
OPP-012461,ACC-000033,PROD-0093,Expansion,2023-12-01 23:52:34,,Open,62420.62109375,0.3700000047683716
OPP-012463,ACC-000038,PROD-0010,Upsell,2025-06-08 22:32:29,,Proposal,84166.2421875,0.47999998927116394
OPP-012465,ACC-000014,PROD-0042,Upsell,2025-01-24 15:49:54,,Open,63117.6796875,0.2199999988079071
OPP-012466,ACC-000029,PROD-0077,Cross-sell,2022-06-30 17:57:19,,Qualified,50514.390625,0.2199999988079071
OPP-012468,ACC-000058,PROD-0053,New Business,2023-11-05 17:32:35,,Negotiation,29859.26953125,0.7599999904632568
OPP-012469,ACC-000018,PROD-0003,Renewal,2023-12-22 23:18:04,,Proposal,90646.3984375,0.5699999928474426
OPP-012471,ACC-000011,PROD-0004,Upsell,2022-06-05 03:09:45,,Qualified,93748.15625,0.33000001311302185
OPP-012472,ACC-000006,PROD-0010,Cross-sell,2022-03-22 12:28:31,,Qualified,86851.546875,0.41999998688697815
OPP-012473,ACC-000003,PROD-0081,New Business,2024-12-01 04:47:10,,Negotiation,39446.0390625,0.6299999952316284
OPP-012474,ACC-000013,PROD-0062,Expansion,2024-12-31 08:24:31,,Open,98716.6484375,0.20000000298023224
OPP-012475,ACC-000017,PROD-0064,Upsell,2023-02-13 23:08:40,,Proposal,8592.2001953125,0.5099999904632568
OPP-012476,ACC-000036,PROD-0080,Renewal,2022-05-10 03:22:55,,Negotiation,16955.69921875,0.6299999952316284
OPP-012477,ACC-000025,PROD-0078,Cross-sell,2023-10-18 02:11:20,,Open,71021.21875,0.47999998927116394
OPP-012479,ACC-000040,PROD-0015,Renewal,2022-03-04 17:43:01,,Open,90312.328125,0.3700000047683716
OPP-012482,ACC-000060,PROD-0081,Expansion,2022-08-21 13:57:38,,Open,88652.2421875,0.38999998569488525
OPP-012484,ACC-000025,PROD-0100,Renewal,2022-01-08 01:47:04,,Open,74474.96875,0.6100000143051147
OPP-012486,ACC-000024,PROD-0063,Renewal,2025-01-31 19:51:51,,Open,23111.55078125,0.2199999988079071
OPP-012487,ACC-000005,PROD-0036,Cross-sell,2023-03-21 21:30:04,,Proposal,25420.640625,0.41999998688697815
OPP-012488,ACC-000038,PROD-0028,New Business,2022-06-06 20:13:03,,Proposal,35212.4296875,0.5299999713897705
OPP-012490,ACC-000060,PROD-0006,Upsell,2024-01-31 13:31:58,,Proposal,87498.2109375,0.5899999737739563
OPP-012491,ACC-000039,PROD-0100,Cross-sell,2022-03-12 21:19:51,,Negotiation,71451.7734375,0.8799999952316284
OPP-012492,ACC-000002,PROD-0066,Renewal,2025-04-14 01:37:06,,Qualified,15656.7900390625,0.23999999463558197
OPP-012494,ACC-000041,PROD-0088,Cross-sell,2022-06-05 20:39:35,,Negotiation,72561.1171875,0.7699999809265137
OPP-012496,ACC-000024,PROD-0034,Cross-sell,2021-07-03 11:51:14,,Negotiation,15271.91015625,0.6100000143051147
OPP-012497,ACC-000059,PROD-0088,Upsell,2022-07-04 11:44:50,,Qualified,24720.66015625,0.2800000011920929
OPP-012498,ACC-000017,PROD-0021,Expansion,2024-05-06 04:26:48,,Negotiation,9608.1396484375,0.7599999904632568
OPP-012499,ACC-000055,PROD-0032,New Business,2022-10-20 19:13:39,,Open,88028.0703125,0.36000001430511475
OPP-012500,ACC-000024,PROD-0068,Renewal,2023-05-05 14:54:37,,Open,27952.099609375,0.6000000238418579
OPP-012501,ACC-000014,PROD-0070,New Business,2023-12-16 00:11:01,,Negotiation,85030.0078125,0.8999999761581421
OPP-012502,ACC-000048,PROD-0070,New Business,2025-02-24 22:13:48,,Open,28396.7890625,0.3100000023841858
OPP-012503,ACC-000032,PROD-0062,Renewal,2024-01-16 04:46:27,,Negotiation,14120.8701171875,0.7799999713897705
OPP-012504,ACC-000015,PROD-0080,Renewal,2025-02-07 08:43:22,,Qualified,49560.3203125,0.28999999165534973
OPP-012505,ACC-000015,PROD-0095,Renewal,2023-02-19 07:04:21,,Open,96073.1171875,0.5799999833106995
OPP-012507,ACC-000055,PROD-0093,Cross-sell,2022-06-24 06:03:14,,Proposal,27322.41015625,0.3499999940395355
OPP-012509,ACC-000010,PROD-0043,New Business,2021-11-02 22:48:13,,Open,50667.3984375,0.5899999737739563
OPP-012510,ACC-000025,PROD-0087,Expansion,2023-03-25 05:00:11,,Proposal,14852.990234375,0.6000000238418579
OPP-012513,ACC-000031,PROD-0042,Renewal,2024-08-19 19:46:28,,Qualified,86665.9296875,0.2199999988079071
OPP-012514,ACC-000005,PROD-0029,Upsell,2025-04-08 05:10:59,,Proposal,92762.0625,0.5899999737739563
OPP-012515,ACC-000051,PROD-0016,Renewal,2023-02-15 20:00:54,,Proposal,96684.921875,0.4099999964237213
OPP-012517,ACC-000025,PROD-0006,Renewal,2024-09-06 17:38:11,,Qualified,32870.01953125,0.2199999988079071
OPP-012518,ACC-000046,PROD-0066,Cross-sell,2023-02-09 03:13:09,,Negotiation,33425.58984375,0.7699999809265137
OPP-012520,ACC-000036,PROD-0035,Cross-sell,2024-09-29 01:04:40,,Negotiation,28592.9296875,0.6700000166893005
OPP-012522,ACC-000021,PROD-0050,Cross-sell,2025-03-29 09:51:02,,Open,52250.6015625,0.41999998688697815
OPP-012523,ACC-000021,PROD-0004,Expansion,2024-05-09 12:35:18,,Open,39990.1015625,0.5400000214576721
OPP-012524,ACC-000052,PROD-0054,Expansion,2023-08-01 02:54:58,,Open,49883.0,0.38999998569488525
OPP-012525,ACC-000021,PROD-0021,Cross-sell,2023-05-07 21:13:53,,Qualified,7775.8701171875,0.47999998927116394
OPP-012526,ACC-000019,PROD-0093,Renewal,2024-11-06 03:41:38,,Proposal,84731.2109375,0.3199999928474426
OPP-012527,ACC-000009,PROD-0081,New Business,2025-03-19 01:33:47,,Open,51741.25,0.12999999523162842
OPP-012528,ACC-000009,PROD-0098,New Business,2023-09-20 11:27:20,,Proposal,95792.109375,0.4099999964237213
OPP-012529,ACC-000003,PROD-0035,Cross-sell,2022-12-12 07:10:40,,Negotiation,71302.328125,0.7900000214576721
OPP-012530,ACC-000035,PROD-0077,Renewal,2022-11-10 21:44:32,,Open,27486.009765625,0.5400000214576721
OPP-012532,ACC-000035,PROD-0053,Upsell,2023-08-26 00:54:44,,Proposal,38095.1015625,0.5899999737739563
OPP-012533,ACC-000014,PROD-0005,Upsell,2024-02-09 22:22:15,,Proposal,39094.3515625,0.44999998807907104
OPP-012534,ACC-000053,PROD-0088,Upsell,2023-02-21 03:42:50,,Open,13002.9697265625,0.1899999976158142
OPP-012537,ACC-000017,PROD-0001,Upsell,2023-01-28 22:43:29,,Open,41443.76171875,0.15000000596046448
OPP-012538,ACC-000037,PROD-0003,Renewal,2022-02-08 01:39:57,,Open,2684.429931640625,0.6700000166893005
OPP-012540,ACC-000016,PROD-0017,Cross-sell,2024-01-18 02:54:03,,Negotiation,77680.5625,0.7099999785423279
OPP-012541,ACC-000039,PROD-0086,Expansion,2025-01-18 17:06:15,,Negotiation,8209.8603515625,0.8100000023841858
OPP-012542,ACC-000030,PROD-0023,Cross-sell,2024-06-18 07:41:05,,Qualified,49990.640625,0.3799999952316284
OPP-012543,ACC-000021,PROD-0080,Renewal,2024-05-25 00:11:44,,Proposal,58523.96875,0.49000000953674316
OPP-012544,ACC-000012,PROD-0089,Upsell,2023-02-05 06:04:24,,Qualified,5662.1201171875,0.3700000047683716
OPP-012545,ACC-000039,PROD-0034,Cross-sell,2022-03-17 03:27:06,,Proposal,4841.1298828125,0.44999998807907104
OPP-012548,ACC-000034,PROD-0014,Cross-sell,2022-10-29 16:23:35,,Open,54521.640625,0.17000000178813934
OPP-012549,ACC-000013,PROD-0037,Upsell,2022-12-29 08:25:15,,Qualified,37292.08984375,0.4699999988079071
OPP-012550,ACC-000060,PROD-0050,Upsell,2023-03-19 21:02:12,,Proposal,65388.921875,0.3700000047683716
OPP-012552,ACC-000025,PROD-0050,Cross-sell,2024-07-13 04:23:32,,Proposal,38978.890625,0.3799999952316284
OPP-012554,ACC-000013,PROD-0086,Cross-sell,2022-06-22 06:08:10,,Qualified,5920.77001953125,0.44999998807907104
OPP-012557,ACC-000011,PROD-0026,New Business,2021-08-05 06:48:10,,Proposal,80511.0234375,0.38999998569488525
OPP-012558,ACC-000048,PROD-0052,New Business,2024-05-30 00:00:43,,Negotiation,97432.6875,0.8100000023841858
OPP-012559,ACC-000003,PROD-0093,New Business,2025-06-20 10:57:18,,Negotiation,54013.19140625,0.6700000166893005
OPP-012560,ACC-000039,PROD-0049,New Business,2023-11-20 15:24:53,,Qualified,10089.01953125,0.4300000071525574
OPP-012561,ACC-000033,PROD-0064,Renewal,2022-07-12 17:25:33,,Open,9034.990234375,0.6899999976158142
OPP-012562,ACC-000005,PROD-0049,Cross-sell,2024-03-27 06:51:54,,Negotiation,42080.3203125,0.6899999976158142
OPP-012563,ACC-000061,PROD-0041,Expansion,2024-06-16 05:25:49,,Negotiation,6090.0498046875,0.8899999856948853
OPP-012565,ACC-000002,PROD-0061,Renewal,2024-07-10 06:53:34,,Proposal,35905.578125,0.36000001430511475
OPP-012566,ACC-000026,PROD-0047,Cross-sell,2024-11-22 11:38:34,,Qualified,77346.796875,0.23999999463558197
OPP-012567,ACC-000023,PROD-0045,Renewal,2021-08-01 13:26:55,,Open,45376.4609375,0.1899999976158142
OPP-012568,ACC-000002,PROD-0043,New Business,2023-02-22 15:50:55,,Qualified,78357.09375,0.3700000047683716
OPP-012569,ACC-000041,PROD-0006,Renewal,2023-12-03 14:37:42,,Negotiation,96907.59375,0.7699999809265137
OPP-012571,ACC-000056,PROD-0044,Upsell,2023-02-10 09:21:17,,Proposal,48621.53125,0.3700000047683716
OPP-012572,ACC-000006,PROD-0034,Renewal,2021-07-30 09:48:18,,Qualified,2168.93994140625,0.25
OPP-012573,ACC-000002,PROD-0067,Expansion,2023-07-31 05:57:00,,Qualified,91137.28125,0.41999998688697815
OPP-012574,ACC-000017,PROD-0008,Expansion,2023-05-07 07:52:04,,Open,7225.759765625,0.6299999952316284
OPP-012575,ACC-000022,PROD-0060,Renewal,2024-07-27 13:03:35,,Qualified,2109.419921875,0.3499999940395355
OPP-012576,ACC-000029,PROD-0063,Renewal,2023-05-21 08:44:36,,Qualified,16448.830078125,0.44999998807907104
OPP-012577,ACC-000045,PROD-0044,New Business,2025-05-10 22:42:56,,Proposal,69174.28125,0.30000001192092896
OPP-012580,ACC-000041,PROD-0029,New Business,2022-12-21 12:41:10,,Open,36084.33984375,0.14000000059604645
OPP-012582,ACC-000032,PROD-0029,Renewal,2023-01-19 01:22:18,,Open,77094.9375,0.18000000715255737
OPP-012583,ACC-000032,PROD-0031,New Business,2025-05-14 16:35:22,,Open,54286.4609375,0.6399999856948853
OPP-012584,ACC-000028,PROD-0012,Cross-sell,2022-08-06 05:58:40,,Qualified,5419.52978515625,0.4699999988079071
OPP-012586,ACC-000042,PROD-0059,Upsell,2022-03-17 09:25:02,,Qualified,92337.1015625,0.20999999344348907
OPP-012587,ACC-000036,PROD-0003,Upsell,2022-06-03 23:44:23,,Qualified,38698.9296875,0.3799999952316284
OPP-012588,ACC-000026,PROD-0012,Renewal,2025-02-13 15:59:37,,Negotiation,29713.150390625,0.6399999856948853
OPP-012589,ACC-000006,PROD-0082,Cross-sell,2023-12-25 02:32:56,,Qualified,2280.8798828125,0.20999999344348907
OPP-012592,ACC-000012,PROD-0099,Upsell,2024-12-08 02:01:03,,Qualified,19028.3203125,0.4000000059604645
OPP-012594,ACC-000011,PROD-0038,Expansion,2021-08-23 22:50:28,,Proposal,72831.28125,0.49000000953674316
OPP-012595,ACC-000008,PROD-0001,Expansion,2023-02-11 02:59:42,,Negotiation,56461.87890625,0.8700000047683716
OPP-012596,ACC-000046,PROD-0055,New Business,2023-01-15 21:57:08,,Proposal,10552.509765625,0.5799999833106995
OPP-012597,ACC-000025,PROD-0044,New Business,2021-09-11 02:29:52,,Qualified,45732.83984375,0.30000001192092896
OPP-012601,ACC-000041,PROD-0005,Upsell,2021-11-19 01:47:05,,Qualified,24890.390625,0.2800000011920929
OPP-012604,ACC-000014,PROD-0031,Upsell,2022-07-22 12:59:11,,Open,87833.2421875,0.699999988079071
OPP-012605,ACC-000060,PROD-0088,Expansion,2021-10-29 16:34:58,,Negotiation,91826.3828125,0.8899999856948853
OPP-012607,ACC-000034,PROD-0020,Cross-sell,2023-06-02 10:33:08,,Qualified,23705.109375,0.47999998927116394
OPP-012609,ACC-000058,PROD-0064,Expansion,2022-02-03 14:13:42,,Negotiation,35479.51171875,0.8199999928474426
OPP-012610,ACC-000036,PROD-0037,New Business,2025-02-21 04:56:17,,Negotiation,82273.890625,0.6899999976158142
OPP-012611,ACC-000047,PROD-0064,New Business,2023-05-06 17:01:35,,Open,27473.380859375,0.5099999904632568
OPP-012612,ACC-000008,PROD-0002,Upsell,2022-09-04 05:27:47,,Negotiation,51555.75,0.7300000190734863
OPP-012614,ACC-000043,PROD-0097,Expansion,2022-04-13 13:03:35,,Qualified,7440.9599609375,0.47999998927116394
OPP-012617,ACC-000032,PROD-0018,Renewal,2023-09-15 03:40:21,,Negotiation,73950.9921875,0.6600000262260437
OPP-012618,ACC-000049,PROD-0013,Cross-sell,2021-10-10 07:25:36,,Open,1908.280029296875,0.3799999952316284
OPP-012622,ACC-000011,PROD-0008,Upsell,2024-04-10 11:48:09,,Proposal,43481.109375,0.4000000059604645
OPP-012623,ACC-000044,PROD-0063,Cross-sell,2024-10-27 01:50:26,,Open,68040.703125,0.4000000059604645
OPP-012624,ACC-000036,PROD-0072,Cross-sell,2024-10-28 21:10:15,,Proposal,82868.7421875,0.4000000059604645
OPP-012625,ACC-000003,PROD-0024,New Business,2025-03-13 21:49:41,,Open,98627.5234375,0.25999999046325684
OPP-012627,ACC-000019,PROD-0030,Upsell,2022-03-28 21:23:38,,Negotiation,74780.921875,0.6600000262260437
OPP-012629,ACC-000029,PROD-0058,Renewal,2023-06-29 01:51:30,,Qualified,47545.140625,0.30000001192092896
OPP-012630,ACC-000059,PROD-0084,Upsell,2023-04-17 02:09:17,,Open,62694.25,0.6299999952316284
OPP-012632,ACC-000005,PROD-0062,New Business,2022-06-30 13:35:21,,Proposal,56905.58984375,0.3799999952316284
OPP-012634,ACC-000010,PROD-0043,Renewal,2022-04-28 02:12:35,,Qualified,50579.1484375,0.20000000298023224
OPP-012637,ACC-000058,PROD-0052,Upsell,2024-10-11 03:09:18,,Qualified,48485.01953125,0.27000001072883606
OPP-012640,ACC-000045,PROD-0089,New Business,2022-04-02 05:17:18,,Negotiation,44029.078125,0.6700000166893005
OPP-012642,ACC-000027,PROD-0042,Renewal,2024-10-20 19:09:55,,Negotiation,93699.2421875,0.8899999856948853
OPP-012643,ACC-000021,PROD-0071,New Business,2023-06-17 02:21:46,,Proposal,48165.671875,0.3499999940395355
OPP-012644,ACC-000052,PROD-0021,Renewal,2023-11-05 07:25:02,,Qualified,75481.46875,0.3700000047683716
OPP-012645,ACC-000018,PROD-0039,Renewal,2024-09-22 12:39:22,,Qualified,41030.640625,0.2800000011920929
OPP-012646,ACC-000009,PROD-0015,New Business,2023-01-22 16:27:29,,Negotiation,76004.25,0.8100000023841858
OPP-012647,ACC-000036,PROD-0074,Upsell,2024-07-26 00:53:45,,Proposal,71714.4296875,0.49000000953674316
OPP-012648,ACC-000059,PROD-0056,New Business,2022-04-02 12:29:54,,Open,66875.359375,0.38999998569488525
OPP-012650,ACC-000059,PROD-0067,New Business,2025-06-15 14:48:13,,Open,66100.3671875,0.6899999976158142
OPP-012653,ACC-000055,PROD-0004,New Business,2022-11-16 04:25:22,,Qualified,61581.55859375,0.25999999046325684
OPP-012654,ACC-000054,PROD-0069,Expansion,2025-02-16 09:37:32,,Negotiation,37487.859375,0.699999988079071
OPP-012655,ACC-000023,PROD-0072,Upsell,2022-03-22 10:41:37,,Proposal,5870.25,0.4399999976158142
OPP-012656,ACC-000061,PROD-0062,Cross-sell,2024-10-01 01:18:50,,Qualified,66212.9375,0.4399999976158142
OPP-012659,ACC-000036,PROD-0079,Renewal,2023-08-15 17:07:20,,Open,45443.33984375,0.4000000059604645
OPP-012660,ACC-000011,PROD-0024,Upsell,2023-08-21 07:12:55,,Negotiation,60674.7109375,0.7200000286102295
OPP-012661,ACC-000047,PROD-0017,Expansion,2025-04-18 15:42:52,,Negotiation,48143.359375,0.8399999737739563
OPP-012662,ACC-000003,PROD-0018,New Business,2021-09-24 21:15:11,,Negotiation,43646.359375,0.8799999952316284
OPP-012663,ACC-000031,PROD-0077,Renewal,2023-03-02 07:52:07,,Negotiation,32657.73046875,0.7300000190734863
OPP-012664,ACC-000049,PROD-0062,New Business,2022-01-24 04:59:46,,Negotiation,77590.84375,0.8700000047683716
OPP-012665,ACC-000043,PROD-0046,Cross-sell,2022-03-14 23:59:14,,Open,15019.419921875,0.1599999964237213
OPP-012667,ACC-000015,PROD-0038,Upsell,2022-02-25 18:27:10,,Negotiation,55227.19140625,0.8399999737739563
OPP-012668,ACC-000060,PROD-0088,Cross-sell,2025-02-02 14:55:12,,Qualified,36438.2109375,0.41999998688697815
OPP-012669,ACC-000060,PROD-0085,Renewal,2022-01-20 01:53:39,,Qualified,61411.0390625,0.25999999046325684
OPP-012670,ACC-000051,PROD-0098,New Business,2022-07-09 09:22:03,,Qualified,10566.7802734375,0.49000000953674316
OPP-012673,ACC-000007,PROD-0062,Upsell,2023-12-07 00:56:53,,Qualified,16233.169921875,0.3700000047683716
OPP-012674,ACC-000041,PROD-0090,Expansion,2024-10-27 03:57:18,,Open,64796.671875,0.4099999964237213
OPP-012675,ACC-000047,PROD-0029,Renewal,2022-09-05 09:55:55,,Open,91534.5234375,0.5699999928474426
OPP-012676,ACC-000023,PROD-0020,New Business,2023-06-16 21:26:41,,Negotiation,21210.380859375,0.7400000095367432
OPP-012677,ACC-000044,PROD-0008,Upsell,2022-07-15 09:24:14,,Negotiation,87463.7734375,0.7900000214576721
OPP-012678,ACC-000057,PROD-0023,Expansion,2023-06-05 07:16:35,,Qualified,69682.390625,0.4399999976158142
OPP-012679,ACC-000024,PROD-0049,Upsell,2022-03-27 15:36:28,,Proposal,22751.099609375,0.5299999713897705
OPP-012680,ACC-000005,PROD-0073,New Business,2024-07-05 20:14:47,,Negotiation,36694.94921875,0.6700000166893005
OPP-012681,ACC-000053,PROD-0071,New Business,2021-12-16 06:12:35,,Qualified,11022.1201171875,0.44999998807907104
OPP-012684,ACC-000014,PROD-0027,Renewal,2024-01-25 23:26:50,,Negotiation,1400.0999755859375,0.8700000047683716
OPP-012685,ACC-000059,PROD-0034,Cross-sell,2024-09-12 16:02:07,,Proposal,20879.0,0.49000000953674316
OPP-012686,ACC-000022,PROD-0019,Cross-sell,2021-09-02 05:48:02,,Proposal,29798.869140625,0.38999998569488525
OPP-012687,ACC-000046,PROD-0083,Renewal,2021-10-10 18:25:47,,Negotiation,78909.0703125,0.7200000286102295
OPP-012690,ACC-000055,PROD-0023,Renewal,2023-06-14 08:34:49,,Qualified,65918.9921875,0.3799999952316284
OPP-012691,ACC-000033,PROD-0001,Renewal,2023-09-28 04:17:27,,Negotiation,10882.759765625,0.75
OPP-012693,ACC-000011,PROD-0090,Upsell,2024-05-16 01:42:25,,Negotiation,65956.28125,0.8100000023841858
OPP-012694,ACC-000043,PROD-0077,New Business,2024-09-12 06:31:31,,Negotiation,6866.7099609375,0.699999988079071
OPP-012695,ACC-000049,PROD-0046,Expansion,2023-03-04 05:01:37,,Negotiation,67164.65625,0.7599999904632568
OPP-012696,ACC-000061,PROD-0051,Upsell,2023-10-31 10:59:13,,Qualified,79312.25,0.36000001430511475
OPP-012698,ACC-000035,PROD-0088,New Business,2023-03-18 00:09:17,,Qualified,4427.27001953125,0.4399999976158142
OPP-012699,ACC-000051,PROD-0068,Renewal,2025-04-09 06:19:20,,Qualified,40422.4296875,0.49000000953674316
OPP-012700,ACC-000016,PROD-0007,Cross-sell,2023-09-22 05:02:27,,Qualified,93702.8671875,0.25999999046325684
OPP-012702,ACC-000021,PROD-0025,Cross-sell,2023-09-13 19:54:51,,Proposal,59690.96875,0.5899999737739563
OPP-012703,ACC-000048,PROD-0051,Cross-sell,2022-12-30 09:24:00,,Proposal,86047.109375,0.550000011920929
OPP-012707,ACC-000035,PROD-0053,Expansion,2023-03-20 00:37:41,,Qualified,38646.78125,0.4399999976158142
OPP-012709,ACC-000019,PROD-0073,Cross-sell,2023-09-19 18:07:13,,Qualified,21414.240234375,0.20999999344348907
OPP-012710,ACC-000044,PROD-0082,Cross-sell,2025-06-22 22:46:41,,Negotiation,1371.550048828125,0.6700000166893005
OPP-012712,ACC-000050,PROD-0023,Renewal,2023-08-19 04:36:55,,Negotiation,91362.1484375,0.7400000095367432
OPP-012713,ACC-000057,PROD-0027,Cross-sell,2025-02-20 07:33:34,,Qualified,72207.296875,0.3199999928474426
OPP-012714,ACC-000057,PROD-0098,Renewal,2023-08-13 20:53:26,,Qualified,25933.779296875,0.25999999046325684
OPP-012715,ACC-000002,PROD-0036,Renewal,2022-01-10 16:17:28,,Open,6110.7998046875,0.1599999964237213
OPP-012716,ACC-000021,PROD-0060,Expansion,2024-11-29 20:17:29,,Negotiation,77596.953125,0.6499999761581421
OPP-012717,ACC-000034,PROD-0029,New Business,2021-08-24 03:26:27,,Qualified,3797.919921875,0.30000001192092896
OPP-012719,ACC-000034,PROD-0009,Cross-sell,2024-01-16 07:49:37,,Open,3386.239990234375,0.6700000166893005
OPP-012720,ACC-000031,PROD-0057,Expansion,2023-01-20 11:10:08,,Open,89491.5234375,0.3799999952316284
OPP-012721,ACC-000025,PROD-0055,New Business,2025-01-26 11:45:05,,Qualified,2450.820068359375,0.25
OPP-012722,ACC-000014,PROD-0001,Renewal,2022-10-05 04:27:35,,Open,65908.3203125,0.6399999856948853
OPP-012723,ACC-000005,PROD-0051,Upsell,2021-12-25 01:13:49,,Proposal,72786.53125,0.3400000035762787
OPP-012724,ACC-000027,PROD-0006,Upsell,2024-01-23 11:14:08,,Qualified,6853.97998046875,0.46000000834465027
OPP-012725,ACC-000046,PROD-0024,Cross-sell,2025-05-03 03:27:03,,Qualified,3800.5,0.33000001311302185
OPP-012726,ACC-000061,PROD-0032,Cross-sell,2023-03-31 05:36:00,,Proposal,43591.1015625,0.41999998688697815
OPP-012727,ACC-000022,PROD-0100,Expansion,2023-02-12 21:03:26,,Proposal,12754.0595703125,0.3199999928474426
OPP-012728,ACC-000050,PROD-0047,Upsell,2023-02-02 13:56:43,,Qualified,39281.8203125,0.27000001072883606
OPP-012729,ACC-000062,PROD-0018,Expansion,2022-10-06 20:34:04,,Negotiation,60340.671875,0.6700000166893005
OPP-012731,ACC-000010,PROD-0084,New Business,2022-10-30 04:49:23,,Proposal,30125.4296875,0.30000001192092896
OPP-012733,ACC-000011,PROD-0046,Upsell,2024-09-06 03:21:52,,Proposal,40753.96875,0.5
OPP-012734,ACC-000026,PROD-0082,Upsell,2021-07-23 11:48:03,,Negotiation,34567.48828125,0.7799999713897705
OPP-012735,ACC-000005,PROD-0026,New Business,2022-05-29 10:46:37,,Proposal,61737.30078125,0.30000001192092896
OPP-012737,ACC-000046,PROD-0014,New Business,2024-03-16 09:00:25,,Open,96489.03125,0.6000000238418579
OPP-012740,ACC-000013,PROD-0046,Renewal,2024-01-01 18:33:05,,Qualified,44789.078125,0.4699999988079071
OPP-012741,ACC-000052,PROD-0016,Cross-sell,2024-11-07 14:36:39,,Open,94256.5078125,0.28999999165534973
OPP-012742,ACC-000005,PROD-0097,Cross-sell,2024-09-19 06:12:36,,Open,58372.0390625,0.6600000262260437
OPP-012743,ACC-000042,PROD-0081,Expansion,2024-09-04 10:52:23,,Proposal,25392.060546875,0.3400000035762787
OPP-012744,ACC-000009,PROD-0021,New Business,2022-01-31 19:31:57,,Qualified,55051.828125,0.49000000953674316
OPP-012745,ACC-000060,PROD-0009,New Business,2024-04-01 20:51:41,,Qualified,37005.5703125,0.28999999165534973
OPP-012746,ACC-000042,PROD-0074,Expansion,2024-11-12 15:15:58,,Qualified,83631.7421875,0.27000001072883606
OPP-012748,ACC-000020,PROD-0056,Cross-sell,2022-07-13 09:02:35,,Qualified,20698.83984375,0.5
OPP-012749,ACC-000024,PROD-0008,New Business,2022-02-04 15:37:44,,Open,66153.09375,0.14000000059604645
OPP-012751,ACC-000022,PROD-0014,Expansion,2022-06-16 07:34:02,,Open,28152.439453125,0.41999998688697815
OPP-012752,ACC-000027,PROD-0054,Cross-sell,2025-05-02 08:45:09,,Proposal,38055.16015625,0.5600000023841858
OPP-012753,ACC-000010,PROD-0004,Expansion,2023-05-11 13:48:21,,Open,65253.55859375,0.3199999928474426
OPP-012754,ACC-000061,PROD-0064,Expansion,2022-07-26 11:16:05,,Qualified,64538.9609375,0.5
OPP-012756,ACC-000015,PROD-0092,Renewal,2023-06-23 00:28:53,,Open,54014.609375,0.17000000178813934
OPP-012757,ACC-000052,PROD-0012,Expansion,2024-07-10 00:12:17,,Negotiation,16104.919921875,0.7099999785423279
OPP-012758,ACC-000026,PROD-0055,Renewal,2023-06-21 05:49:02,,Negotiation,1411.68994140625,0.8899999856948853
OPP-012762,ACC-000062,PROD-0060,Expansion,2021-09-16 08:03:21,,Open,14962.740234375,0.25999999046325684
OPP-012763,ACC-000023,PROD-0076,Upsell,2022-07-14 17:38:11,,Negotiation,59078.828125,0.8199999928474426
OPP-012764,ACC-000002,PROD-0066,Renewal,2022-02-09 15:45:32,,Negotiation,99283.5390625,0.8199999928474426
OPP-012765,ACC-000032,PROD-0091,Expansion,2025-04-22 01:45:42,,Qualified,6265.0400390625,0.36000001430511475
OPP-012767,ACC-000027,PROD-0055,Upsell,2022-09-30 11:42:48,,Negotiation,43746.6796875,0.8899999856948853
OPP-012769,ACC-000014,PROD-0092,Cross-sell,2022-12-25 03:22:14,,Proposal,39441.26171875,0.5600000023841858
OPP-012771,ACC-000026,PROD-0032,New Business,2023-02-19 01:36:45,,Negotiation,26290.419921875,0.8299999833106995
OPP-012773,ACC-000002,PROD-0078,Renewal,2025-03-14 08:27:13,,Proposal,34908.01171875,0.36000001430511475
OPP-012775,ACC-000011,PROD-0078,Renewal,2024-01-13 21:36:03,,Proposal,66696.4765625,0.5699999928474426
OPP-012777,ACC-000021,PROD-0036,Cross-sell,2024-12-25 02:20:24,,Open,32719.9296875,0.3100000023841858
OPP-012779,ACC-000048,PROD-0027,Renewal,2023-07-09 17:36:29,,Open,96438.359375,0.6000000238418579
OPP-012780,ACC-000049,PROD-0047,Cross-sell,2021-08-30 12:35:18,,Proposal,34671.62109375,0.4399999976158142
OPP-012782,ACC-000038,PROD-0075,Renewal,2025-02-03 14:41:09,,Proposal,18791.16015625,0.44999998807907104
OPP-012783,ACC-000051,PROD-0031,Renewal,2023-07-13 09:14:16,,Negotiation,34338.53125,0.7900000214576721
OPP-012784,ACC-000026,PROD-0046,Renewal,2021-10-11 19:50:34,,Qualified,59871.5,0.25
OPP-012787,ACC-000024,PROD-0028,New Business,2025-05-30 19:49:54,,Proposal,42445.44921875,0.36000001430511475
