0,1,2,3,4
OPP-013240,New Business,Closed Won,18999.609375,Non-Renewed
OPP-013242,Cross-sell,Closed Won,52876.0,Pending
OPP-013243,New Business,Closed Won,94093.5390625,Renewed
OPP-013253,New Business,Closed Won,17571.05078125,Auto-Renew
OPP-013263,Renewal,Closed Won,91043.890625,Non-Renewed
OPP-013265,Cross-sell,Closed Won,53467.828125,Auto-Renew
OPP-013274,Cross-sell,Closed Won,28074.7890625,Non-Renewed
OPP-013277,Expansion,Closed Won,47043.7109375,Non-Renewed
OPP-013279,Expansion,Closed Won,31038.7109375,Non-Renewed
OPP-013281,Expansion,Closed Won,23676.33984375,Non-Renewed
OPP-013283,Renewal,Closed Won,30856.669921875,Non-Renewed
OPP-013289,Renewal,Closed Won,66109.3203125,Non-Renewed
OPP-013293,Renewal,Closed Won,94606.4609375,Non-Renewed
OPP-013305,Upsell,Closed Won,63856.01953125,Renewed
OPP-013308,New Business,Closed Won,40067.640625,Renewed
OPP-013312,Renewal,Closed Won,26895.970703125,Renewed
OPP-013315,Upsell,Closed Won,9160.83984375,Non-Renewed
OPP-013319,Renewal,Closed Won,17731.01953125,Pending
OPP-013321,Upsell,Closed Won,41456.33984375,Non-Renewed
OPP-013324,Upsell,Closed Won,31066.23046875,Non-Renewed
OPP-013325,New Business,Closed Won,7610.9501953125,Renewed
OPP-013328,Upsell,Closed Won,58013.359375,Non-Renewed
OPP-013336,New Business,Closed Won,57704.0,Non-Renewed
OPP-013340,Upsell,Closed Won,3455.5,Auto-Renew
OPP-013361,Renewal,Closed Won,44462.9609375,Non-Renewed
OPP-013362,Upsell,Closed Won,36568.4609375,Non-Renewed
OPP-013370,Cross-sell,Closed Won,89623.09375,Non-Renewed
OPP-013373,New Business,Closed Won,22542.91015625,Pending
OPP-013374,Expansion,Closed Won,49369.26953125,Auto-Renew
OPP-013378,Cross-sell,Closed Won,18118.359375,Auto-Renew
OPP-013385,New Business,Closed Won,11775.5400390625,Pending
OPP-013386,Renewal,Closed Won,97570.4921875,Renewed
OPP-013389,Renewal,Closed Won,23093.259765625,Non-Renewed
OPP-013391,New Business,Closed Won,57323.25,Renewed
OPP-013400,Cross-sell,Closed Won,36504.51171875,Auto-Renew
OPP-013401,Cross-sell,Closed Won,59526.2109375,Pending
OPP-013406,Expansion,Closed Won,4396.14013671875,Renewed
OPP-013408,Expansion,Closed Won,97453.171875,Non-Renewed
OPP-013418,Upsell,Closed Won,76183.859375,Auto-Renew
OPP-013421,Expansion,Closed Won,13640.7900390625,Renewed
OPP-013430,Cross-sell,Closed Won,54213.48828125,Renewed
OPP-013431,New Business,Closed Won,20524.5390625,Non-Renewed
OPP-013432,Renewal,Closed Won,93761.59375,Renewed
OPP-013437,Renewal,Closed Won,66683.0703125,Non-Renewed
OPP-013438,Cross-sell,Closed Won,55884.671875,Non-Renewed
OPP-013441,Expansion,Closed Won,89247.1171875,Auto-Renew
OPP-013442,Renewal,Closed Won,92864.9296875,Renewed
OPP-013451,New Business,Closed Won,11788.1904296875,Renewed
OPP-013456,Upsell,Closed Won,18120.05078125,Pending
OPP-013462,Cross-sell,Closed Won,20342.16015625,Auto-Renew
OPP-013472,New Business,Closed Won,16214.91015625,Auto-Renew
OPP-013474,New Business,Closed Won,11513.650390625,Non-Renewed
OPP-013482,Cross-sell,Closed Won,88342.078125,Non-Renewed
OPP-013496,New Business,Closed Won,82065.4609375,Non-Renewed
OPP-013498,New Business,Closed Won,62238.48046875,Pending
OPP-013505,Renewal,Closed Won,71806.8984375,Renewed
OPP-013509,Expansion,Closed Won,69545.6328125,Non-Renewed
OPP-013513,New Business,Closed Won,55389.55859375,Pending
OPP-013517,Upsell,Closed Won,42704.4296875,Renewed
OPP-013525,New Business,Closed Won,73007.65625,Non-Renewed
OPP-013535,Expansion,Closed Won,92377.53125,Renewed
OPP-013537,Upsell,Closed Won,15342.0,Renewed
OPP-013564,New Business,Closed Won,23292.33984375,Non-Renewed
OPP-013582,New Business,Closed Won,69482.171875,Auto-Renew
OPP-013584,Cross-sell,Closed Won,34821.1796875,Non-Renewed
OPP-013586,Renewal,Closed Won,92467.6328125,Non-Renewed
OPP-013590,Renewal,Closed Won,37591.44140625,Renewed
OPP-013596,Expansion,Closed Won,19077.44921875,Non-Renewed
OPP-013600,Renewal,Closed Won,29192.029296875,Non-Renewed
OPP-013608,Cross-sell,Closed Won,56518.359375,Non-Renewed
OPP-013609,Cross-sell,Closed Won,72115.109375,Renewed
OPP-013610,New Business,Closed Won,23015.900390625,Auto-Renew
OPP-013614,New Business,Closed Won,22285.83984375,Renewed
OPP-013617,Expansion,Closed Won,87888.59375,Auto-Renew
OPP-013620,Upsell,Closed Won,45293.421875,Pending
OPP-013641,Cross-sell,Closed Won,31780.9609375,Renewed
OPP-013664,Upsell,Closed Won,81472.1484375,Non-Renewed
OPP-013666,Renewal,Closed Won,90429.9765625,Renewed
OPP-013670,Expansion,Closed Won,90373.140625,Non-Renewed
OPP-013671,Renewal,Closed Won,52589.1796875,Auto-Renew
OPP-013674,Upsell,Closed Won,15925.400390625,Non-Renewed
OPP-013690,Expansion,Closed Won,50354.73828125,Non-Renewed
OPP-013696,Upsell,Closed Won,89449.09375,Non-Renewed
OPP-013697,Expansion,Closed Won,82900.328125,Renewed
OPP-013700,Cross-sell,Closed Won,93021.6875,Non-Renewed
OPP-013708,Upsell,Closed Won,2790.27001953125,Renewed
OPP-013718,Expansion,Closed Won,23614.140625,Non-Renewed
OPP-013729,Renewal,Closed Won,35129.3515625,Renewed
OPP-013734,Cross-sell,Closed Won,27571.73046875,Pending
OPP-013735,New Business,Closed Won,47086.41015625,Non-Renewed
OPP-013738,New Business,Closed Won,18917.890625,Renewed
OPP-013753,Upsell,Closed Won,98304.2734375,Non-Renewed
OPP-013759,Upsell,Closed Won,89312.3203125,Non-Renewed
OPP-013763,Upsell,Closed Won,96860.8515625,Renewed
OPP-013769,Upsell,Closed Won,12924.740234375,Auto-Renew
OPP-013778,Upsell,Closed Won,12934.5,Non-Renewed
OPP-013786,Expansion,Closed Won,88701.421875,Non-Renewed
OPP-013789,Expansion,Closed Won,60398.5703125,Non-Renewed
OPP-013800,Cross-sell,Closed Won,27653.490234375,Non-Renewed
OPP-013801,Cross-sell,Closed Won,8871.73046875,Non-Renewed
OPP-013807,Upsell,Closed Won,82395.7578125,Auto-Renew
OPP-013814,Upsell,Closed Won,97116.46875,Auto-Renew
OPP-013824,Expansion,Closed Won,6819.64990234375,Auto-Renew
OPP-013825,Expansion,Closed Won,67205.7265625,Non-Renewed
OPP-013830,Upsell,Closed Won,5286.64990234375,Non-Renewed
OPP-013831,New Business,Closed Won,23284.130859375,Non-Renewed
OPP-013833,Expansion,Closed Won,44910.1796875,Non-Renewed
OPP-013837,Renewal,Closed Won,19624.779296875,Non-Renewed
OPP-013847,Renewal,Closed Won,2416.25,Non-Renewed
OPP-013863,New Business,Closed Won,90953.5234375,Pending
OPP-013869,Renewal,Closed Won,74310.4765625,Non-Renewed
OPP-013873,New Business,Closed Won,25472.970703125,Non-Renewed
OPP-013875,New Business,Closed Won,51383.5703125,Non-Renewed
OPP-013876,Expansion,Closed Won,68321.4609375,Pending
OPP-013881,Renewal,Closed Won,76685.4296875,Renewed
OPP-013889,Expansion,Closed Won,73587.8984375,Pending
OPP-013899,Upsell,Closed Won,53191.98828125,Auto-Renew
OPP-013900,Expansion,Closed Won,65160.23046875,Renewed
OPP-013909,Renewal,Closed Won,6208.56982421875,Pending
OPP-013910,Expansion,Closed Won,2810.580078125,Auto-Renew
OPP-013918,Renewal,Closed Won,43900.3203125,Auto-Renew
OPP-013920,New Business,Closed Won,11380.4697265625,Non-Renewed
OPP-013928,Upsell,Closed Won,35025.12890625,Pending
OPP-013934,Renewal,Closed Won,61707.12109375,Pending
OPP-013935,New Business,Closed Won,85196.0234375,Non-Renewed
OPP-013937,Upsell,Closed Won,8350.16015625,Non-Renewed
OPP-013940,Renewal,Closed Won,27089.5390625,Pending
OPP-013952,Upsell,Closed Won,94608.3203125,Pending
OPP-013964,Cross-sell,Closed Won,28228.109375,Non-Renewed
OPP-013972,Upsell,Closed Won,75762.046875,Non-Renewed
OPP-013994,Expansion,Closed Won,97247.0,Non-Renewed
OPP-013998,Renewal,Closed Won,81659.5390625,Pending
OPP-014001,Expansion,Closed Won,13355.990234375,Pending
OPP-014005,Cross-sell,Closed Won,49832.23046875,Renewed
OPP-014015,Expansion,Closed Won,67601.671875,Non-Renewed
OPP-014017,Expansion,Closed Won,86577.71875,Auto-Renew
OPP-014020,New Business,Closed Won,32673.189453125,Pending
OPP-014039,Renewal,Closed Won,64137.859375,Non-Renewed
OPP-014040,Renewal,Closed Won,35754.421875,Auto-Renew
OPP-014042,Expansion,Closed Won,19850.400390625,Renewed
OPP-014046,Renewal,Closed Won,67035.359375,Non-Renewed
OPP-014049,New Business,Closed Won,44774.0390625,Renewed
OPP-014055,Cross-sell,Closed Won,19560.119140625,Auto-Renew
OPP-014057,New Business,Closed Won,38942.51953125,Pending
OPP-014077,Renewal,Closed Won,35003.828125,Auto-Renew
OPP-014089,Renewal,Closed Won,24754.009765625,Non-Renewed
OPP-014090,Renewal,Closed Won,65921.71875,Auto-Renew
OPP-014101,Upsell,Closed Won,81910.8515625,Auto-Renew
OPP-014103,New Business,Closed Won,54754.109375,Pending
OPP-014106,Expansion,Closed Won,3439.280029296875,Non-Renewed
OPP-014108,Upsell,Closed Won,40602.3984375,Auto-Renew
OPP-014116,Cross-sell,Closed Won,22469.880859375,Non-Renewed
OPP-014128,Upsell,Closed Won,52989.21875,Non-Renewed
OPP-014135,New Business,Closed Won,42129.71875,Non-Renewed
OPP-014143,New Business,Closed Won,17715.599609375,Non-Renewed
OPP-014144,Renewal,Closed Won,41467.828125,Non-Renewed
OPP-014149,Cross-sell,Closed Won,58894.078125,Non-Renewed
OPP-014154,New Business,Closed Won,92269.1015625,Non-Renewed
OPP-014167,Expansion,Closed Won,27751.4609375,Pending
OPP-014168,Cross-sell,Closed Won,1586.8599853515625,Non-Renewed
OPP-014172,Renewal,Closed Won,46911.48046875,Auto-Renew
OPP-014173,Renewal,Closed Won,86009.8515625,Non-Renewed
OPP-014194,Expansion,Closed Won,76102.2109375,Non-Renewed
OPP-014196,Expansion,Closed Won,48769.12890625,Auto-Renew
OPP-014215,Renewal,Closed Won,74804.9296875,Auto-Renew
OPP-014222,Expansion,Closed Won,21345.349609375,Non-Renewed
OPP-014226,Upsell,Closed Won,72221.34375,Non-Renewed
OPP-014233,Upsell,Closed Won,92069.390625,Non-Renewed
OPP-014234,Cross-sell,Closed Won,85233.5234375,Non-Renewed
OPP-014236,New Business,Closed Won,90919.890625,Renewed
OPP-014238,Expansion,Closed Won,58507.76953125,Pending
OPP-014243,Renewal,Closed Won,66141.9375,Renewed
OPP-014253,Renewal,Closed Won,67648.5625,Non-Renewed
OPP-014264,Renewal,Closed Won,67002.7890625,Non-Renewed
OPP-014269,Expansion,Closed Won,35310.19921875,Auto-Renew
OPP-014271,Renewal,Closed Won,23047.150390625,Pending
OPP-014288,New Business,Closed Won,76837.7890625,Pending
OPP-014293,Expansion,Closed Won,48342.41015625,Non-Renewed
OPP-014294,Upsell,Closed Won,56597.33984375,Non-Renewed
OPP-014302,Upsell,Closed Won,98383.0,Renewed
OPP-014303,Cross-sell,Closed Won,85938.75,Non-Renewed
OPP-014330,Expansion,Closed Won,85158.1796875,Renewed
OPP-014338,Expansion,Closed Won,97749.1328125,Non-Renewed
OPP-014347,Cross-sell,Closed Won,37128.94921875,Auto-Renew
OPP-014348,Upsell,Closed Won,27943.51953125,Non-Renewed
OPP-014354,Cross-sell,Closed Won,98869.390625,Non-Renewed
OPP-014362,New Business,Closed Won,77060.59375,Pending
OPP-014365,New Business,Closed Won,24671.990234375,Non-Renewed
OPP-014367,Upsell,Closed Won,54437.328125,Pending
OPP-014378,Renewal,Closed Won,58535.05078125,Renewed
OPP-014384,Upsell,Closed Won,62139.69921875,Non-Renewed
OPP-014387,Renewal,Closed Won,83072.0390625,Pending
OPP-014389,New Business,Closed Won,29168.83984375,Non-Renewed
OPP-014390,Renewal,Closed Won,24735.869140625,Non-Renewed
OPP-014395,Upsell,Closed Won,4699.89990234375,Non-Renewed
OPP-014397,New Business,Closed Won,43319.1015625,Non-Renewed
OPP-014399,Renewal,Closed Won,59139.37890625,Pending
OPP-014401,New Business,Closed Won,63269.37890625,Renewed
OPP-014403,Cross-sell,Closed Won,2607.080078125,Renewed
OPP-014404,New Business,Closed Won,10527.8896484375,Auto-Renew
OPP-014411,Expansion,Closed Won,81657.5078125,Renewed
OPP-014418,Expansion,Closed Won,67526.7109375,Pending
OPP-014420,Expansion,Closed Won,92964.71875,Pending
OPP-014421,Upsell,Closed Won,81346.9921875,Auto-Renew
OPP-014432,Renewal,Closed Won,62067.890625,Non-Renewed
OPP-014433,Expansion,Closed Won,6749.25,Non-Renewed
OPP-014444,Expansion,Closed Won,87306.7578125,Non-Renewed
OPP-014447,Expansion,Closed Won,35291.12890625,Renewed
OPP-014448,Upsell,Closed Won,37685.30078125,Renewed
OPP-014465,Upsell,Closed Won,76640.2109375,Auto-Renew
OPP-014480,Upsell,Closed Won,52145.37109375,Auto-Renew
OPP-014486,Expansion,Closed Won,38106.1484375,Non-Renewed
OPP-014503,New Business,Closed Won,79062.421875,Non-Renewed
OPP-014504,Renewal,Closed Won,12587.6396484375,Renewed
OPP-014506,Renewal,Closed Won,79210.7578125,Non-Renewed
OPP-014513,Renewal,Closed Won,55731.12890625,Renewed
OPP-014517,Expansion,Closed Won,71056.25,Pending
OPP-014519,New Business,Closed Won,68636.4921875,Non-Renewed
OPP-014524,New Business,Closed Won,18941.640625,Non-Renewed
OPP-014525,Upsell,Closed Won,74035.53125,Pending
OPP-014526,Renewal,Closed Won,86689.2578125,Renewed
OPP-014529,Cross-sell,Closed Won,62742.1796875,Non-Renewed
OPP-014541,Upsell,Closed Won,44548.6796875,Pending
OPP-014543,Cross-sell,Closed Won,97535.7109375,Non-Renewed
OPP-014552,Expansion,Closed Won,55447.30078125,Renewed
OPP-014561,New Business,Closed Won,48259.55078125,Auto-Renew
OPP-014574,Cross-sell,Closed Won,96634.4921875,Non-Renewed
OPP-014575,Renewal,Closed Won,75713.21875,Non-Renewed
OPP-014578,Renewal,Closed Won,46032.51953125,Auto-Renew
OPP-014580,Upsell,Closed Won,88253.3671875,Renewed
OPP-014586,Expansion,Closed Won,66970.640625,Auto-Renew
OPP-014594,Upsell,Closed Won,16764.560546875,Pending
OPP-014603,Renewal,Closed Won,65646.6875,Pending
OPP-014611,Expansion,Closed Won,50035.671875,Non-Renewed
OPP-014624,Upsell,Closed Won,5121.22021484375,Non-Renewed
OPP-014627,Cross-sell,Closed Won,57970.9609375,Pending
OPP-014628,Cross-sell,Closed Won,81214.671875,Pending
OPP-014631,Upsell,Closed Won,37118.48828125,Auto-Renew
OPP-014642,Upsell,Closed Won,1064.3800048828125,Non-Renewed
OPP-014645,Renewal,Closed Won,1163.4000244140625,Non-Renewed
OPP-014656,Cross-sell,Closed Won,73257.6796875,Renewed
OPP-014662,Expansion,Closed Won,5196.93017578125,Pending
OPP-014672,New Business,Closed Won,23087.75,Pending
OPP-014678,Renewal,Closed Won,98464.171875,Non-Renewed
OPP-014679,New Business,Closed Won,18212.810546875,Non-Renewed
OPP-014681,Cross-sell,Closed Won,57796.0703125,Non-Renewed
OPP-014682,Cross-sell,Closed Won,50257.44921875,Non-Renewed
OPP-014688,New Business,Closed Won,14216.0703125,Non-Renewed
OPP-014692,Cross-sell,Closed Won,77951.5703125,Non-Renewed
OPP-014700,Upsell,Closed Won,86723.5234375,Non-Renewed
OPP-014705,Cross-sell,Closed Won,24305.990234375,Non-Renewed
OPP-014714,Renewal,Closed Won,14419.1103515625,Renewed
OPP-014717,Expansion,Closed Won,20292.060546875,Pending
OPP-014722,Cross-sell,Closed Won,61098.0703125,Renewed
OPP-014727,Expansion,Closed Won,52411.12109375,Non-Renewed
OPP-014739,Cross-sell,Closed Won,8631.1904296875,Pending
OPP-014740,Upsell,Closed Won,20141.509765625,Non-Renewed
OPP-014741,Renewal,Closed Won,87098.6171875,Renewed
OPP-014756,Expansion,Closed Won,87862.2890625,Non-Renewed
OPP-014773,Upsell,Closed Won,70569.4375,Non-Renewed
OPP-014781,Upsell,Closed Won,83943.046875,Renewed
OPP-014783,Upsell,Closed Won,84247.75,Non-Renewed
OPP-014784,Upsell,Closed Won,32658.2109375,Auto-Renew
OPP-014785,Renewal,Closed Won,48406.23046875,Non-Renewed
OPP-014786,Renewal,Closed Won,38734.6015625,Non-Renewed
OPP-014789,New Business,Closed Won,17742.169921875,Non-Renewed
OPP-014790,Cross-sell,Closed Won,70730.03125,Non-Renewed
OPP-014797,Upsell,Closed Won,46147.69140625,Auto-Renew
OPP-014805,New Business,Closed Won,89834.03125,Auto-Renew
OPP-014810,Renewal,Closed Won,87352.53125,Pending
OPP-014827,Cross-sell,Closed Won,56844.8203125,Auto-Renew
OPP-014829,Renewal,Closed Won,43548.05078125,Non-Renewed
OPP-014830,Expansion,Closed Won,77156.40625,Non-Renewed
OPP-014835,New Business,Closed Won,74492.609375,Non-Renewed
OPP-014837,Upsell,Closed Won,63194.1015625,Non-Renewed
OPP-014843,Upsell,Closed Won,15982.58984375,Pending
OPP-014847,Cross-sell,Closed Won,40975.0,Non-Renewed
OPP-014852,Renewal,Closed Won,64204.6796875,Non-Renewed
OPP-014857,Renewal,Closed Won,14842.8603515625,Auto-Renew
OPP-014866,Upsell,Closed Won,78150.5703125,Renewed
OPP-014876,New Business,Closed Won,83238.4296875,Renewed
OPP-014883,Cross-sell,Closed Won,13017.580078125,Non-Renewed
OPP-014884,Upsell,Closed Won,37915.9296875,Non-Renewed
OPP-014890,Renewal,Closed Won,44253.0,Renewed
OPP-014891,Upsell,Closed Won,89805.2578125,Non-Renewed
OPP-014901,Expansion,Closed Won,54315.03125,Pending
OPP-014903,New Business,Closed Won,92670.109375,Non-Renewed
OPP-014905,Renewal,Closed Won,21134.3203125,Auto-Renew
OPP-014906,Expansion,Closed Won,81374.7265625,Auto-Renew
OPP-014912,Upsell,Closed Won,94032.7265625,Renewed
OPP-014913,Expansion,Closed Won,77541.40625,Non-Renewed
OPP-014918,New Business,Closed Won,92196.09375,Non-Renewed
OPP-014926,New Business,Closed Won,47950.44140625,Renewed
OPP-014933,Cross-sell,Closed Won,86042.1796875,Non-Renewed
OPP-014936,Renewal,Closed Won,41974.23046875,Pending
OPP-014942,Cross-sell,Closed Won,78003.7734375,Renewed
OPP-014949,Expansion,Closed Won,23218.720703125,Non-Renewed
OPP-014962,Renewal,Closed Won,9087.16015625,Auto-Renew
OPP-014968,Renewal,Closed Won,71592.328125,Non-Renewed
OPP-014978,New Business,Closed Won,21475.650390625,Non-Renewed
OPP-014985,New Business,Closed Won,29424.80078125,Non-Renewed
OPP-014992,New Business,Closed Won,51813.109375,Renewed
OPP-015001,Renewal,Closed Won,71355.609375,Non-Renewed
OPP-015010,Renewal,Closed Won,4652.35986328125,Non-Renewed
OPP-015015,Cross-sell,Closed Won,58701.8515625,Renewed
OPP-015021,Expansion,Closed Won,91879.7265625,Pending
OPP-015022,Cross-sell,Closed Won,21702.98046875,Renewed
OPP-015025,Upsell,Closed Won,91083.90625,Non-Renewed
OPP-015030,Expansion,Closed Won,28218.5703125,Non-Renewed
OPP-015040,Upsell,Closed Won,90618.703125,Non-Renewed
OPP-015051,New Business,Closed Won,21795.990234375,Non-Renewed
OPP-015074,New Business,Closed Won,6474.75,Non-Renewed
OPP-015077,Cross-sell,Closed Won,24810.779296875,Auto-Renew
OPP-015078,Renewal,Closed Won,52258.140625,Non-Renewed
OPP-015081,Upsell,Closed Won,27988.9609375,Non-Renewed
OPP-015082,Cross-sell,Closed Won,81062.78125,Pending
OPP-015111,Cross-sell,Closed Won,36653.75,Non-Renewed
OPP-015117,Upsell,Closed Won,92054.6015625,Pending
OPP-015121,Expansion,Closed Won,35541.55078125,Renewed
OPP-015123,Expansion,Closed Won,92356.40625,Non-Renewed
OPP-015127,New Business,Closed Won,12364.9599609375,Auto-Renew
OPP-015133,Upsell,Closed Won,12475.4501953125,Non-Renewed
OPP-015136,Expansion,Closed Won,20103.0,Auto-Renew
OPP-015138,New Business,Closed Won,76933.5,Non-Renewed
OPP-015144,Cross-sell,Closed Won,18342.7890625,Non-Renewed
OPP-015148,Cross-sell,Closed Won,29226.259765625,Non-Renewed
OPP-015160,Cross-sell,Closed Won,17177.41015625,Non-Renewed
OPP-015168,Cross-sell,Closed Won,50636.5390625,Auto-Renew
OPP-015174,New Business,Closed Won,95754.6484375,Non-Renewed
OPP-015183,Cross-sell,Closed Won,27989.369140625,Auto-Renew
OPP-015195,Cross-sell,Closed Won,90036.453125,Non-Renewed
OPP-015203,New Business,Closed Won,91805.046875,Renewed
OPP-015204,Cross-sell,Closed Won,94301.0390625,Pending
OPP-015211,Renewal,Closed Won,11442.580078125,Non-Renewed
OPP-015213,Renewal,Closed Won,96847.90625,Non-Renewed
OPP-015214,Cross-sell,Closed Won,75558.2734375,Non-Renewed
OPP-015218,Upsell,Closed Won,15174.5595703125,Auto-Renew
OPP-015228,Cross-sell,Closed Won,11633.1298828125,Non-Renewed
OPP-015229,Cross-sell,Closed Won,26078.0,Renewed
OPP-015237,Upsell,Closed Won,46792.12890625,Non-Renewed
OPP-015240,Renewal,Closed Won,40561.30859375,Pending
OPP-015251,Upsell,Closed Won,24823.759765625,Non-Renewed
OPP-015252,Cross-sell,Closed Won,2617.8701171875,Auto-Renew
OPP-015257,Renewal,Closed Won,58600.890625,Non-Renewed
OPP-015269,Cross-sell,Closed Won,9240.1201171875,Non-Renewed
OPP-015277,Renewal,Closed Won,53142.58984375,Pending
OPP-015281,Renewal,Closed Won,27755.509765625,Non-Renewed
OPP-015282,Upsell,Closed Won,58009.41015625,Non-Renewed
OPP-015285,Renewal,Closed Won,48113.73828125,Non-Renewed
OPP-015288,Expansion,Closed Won,37584.890625,Auto-Renew
OPP-015294,New Business,Closed Won,51362.3515625,Non-Renewed
OPP-015304,Cross-sell,Closed Won,62093.98046875,Non-Renewed
OPP-015307,Cross-sell,Closed Won,76639.4765625,Renewed
OPP-015319,Renewal,Closed Won,29645.080078125,Auto-Renew
OPP-015320,New Business,Closed Won,60233.23828125,Pending
OPP-015328,Expansion,Closed Won,7350.080078125,Non-Renewed
OPP-015332,Expansion,Closed Won,7543.1201171875,Pending
OPP-015333,Upsell,Closed Won,88584.203125,Non-Renewed
OPP-015335,Renewal,Closed Won,8822.9599609375,Auto-Renew
OPP-015338,New Business,Closed Won,41816.41015625,Non-Renewed
OPP-015352,Renewal,Closed Won,34146.62109375,Non-Renewed
OPP-015368,Cross-sell,Closed Won,84707.2578125,Non-Renewed
OPP-015374,Expansion,Closed Won,53104.3515625,Non-Renewed
OPP-015384,Expansion,Closed Won,62305.109375,Renewed
OPP-015385,Cross-sell,Closed Won,44747.98828125,Pending
OPP-015389,Upsell,Closed Won,95283.0390625,Renewed
OPP-015395,Upsell,Closed Won,37065.28125,Non-Renewed
OPP-015398,Renewal,Closed Won,48306.75,Non-Renewed
OPP-015399,Upsell,Closed Won,88604.578125,Non-Renewed
OPP-015400,Cross-sell,Closed Won,34653.1015625,Non-Renewed
OPP-015414,Cross-sell,Closed Won,34387.328125,Non-Renewed
OPP-015415,Cross-sell,Closed Won,23318.2109375,Non-Renewed
OPP-015417,Expansion,Closed Won,67420.109375,Auto-Renew
OPP-015419,Expansion,Closed Won,16445.849609375,Auto-Renew
OPP-015420,Upsell,Closed Won,88022.5625,Renewed
OPP-015421,New Business,Closed Won,77050.8828125,Non-Renewed
OPP-015422,Expansion,Closed Won,18719.5,Renewed
OPP-015424,Renewal,Closed Won,9059.4599609375,Renewed
OPP-015431,Upsell,Closed Won,32799.12109375,Renewed
OPP-015432,Cross-sell,Closed Won,10717.849609375,Auto-Renew
OPP-015438,Renewal,Closed Won,64051.80859375,Non-Renewed
OPP-015450,Cross-sell,Closed Won,48219.80859375,Auto-Renew
OPP-015451,Cross-sell,Closed Won,5197.8701171875,Non-Renewed
OPP-015462,Renewal,Closed Won,51880.0,Non-Renewed
OPP-015471,Upsell,Closed Won,79122.546875,Non-Renewed
OPP-015473,Renewal,Closed Won,94716.7578125,Non-Renewed
OPP-015479,Renewal,Closed Won,40660.21875,Pending
OPP-015483,Upsell,Closed Won,45922.609375,Non-Renewed
OPP-015485,Cross-sell,Closed Won,67448.046875,Renewed
OPP-015496,Upsell,Closed Won,82496.203125,Non-Renewed
OPP-015499,Expansion,Closed Won,1704.510009765625,Renewed
OPP-015506,Upsell,Closed Won,99953.3203125,Non-Renewed
OPP-015513,Upsell,Closed Won,41445.62890625,Non-Renewed
OPP-015517,Cross-sell,Closed Won,85531.859375,Auto-Renew
OPP-015522,New Business,Closed Won,23324.08984375,Non-Renewed
OPP-015525,Expansion,Closed Won,44516.44140625,Renewed
OPP-015529,Cross-sell,Closed Won,90635.8671875,Renewed
OPP-015532,Renewal,Closed Won,74697.53125,Auto-Renew
OPP-015535,Expansion,Closed Won,7923.3798828125,Non-Renewed
OPP-015541,Renewal,Closed Won,14589.23046875,Renewed
OPP-015545,Expansion,Closed Won,14331.830078125,Non-Renewed
OPP-015553,Expansion,Closed Won,7558.169921875,Non-Renewed
OPP-015555,Renewal,Closed Won,95102.9765625,Non-Renewed
OPP-015557,Cross-sell,Closed Won,12410.6298828125,Non-Renewed
OPP-015559,Upsell,Closed Won,88377.9765625,Non-Renewed
OPP-015577,Expansion,Closed Won,38093.0,Non-Renewed
OPP-015579,Expansion,Closed Won,22779.330078125,Renewed
OPP-015585,Expansion,Closed Won,39556.859375,Non-Renewed
OPP-015586,Expansion,Closed Won,37996.078125,Non-Renewed
OPP-015587,Expansion,Closed Won,89724.9921875,Non-Renewed
OPP-015588,New Business,Closed Won,26980.150390625,Non-Renewed
OPP-015591,New Business,Closed Won,26653.009765625,Renewed
OPP-015600,Cross-sell,Closed Won,87168.9296875,Pending
OPP-015605,Cross-sell,Closed Won,10241.7099609375,Pending
OPP-015611,Upsell,Closed Won,89232.8828125,Renewed
OPP-015616,Renewal,Closed Won,95948.421875,Non-Renewed
OPP-015618,Upsell,Closed Won,28287.509765625,Auto-Renew
OPP-015634,Cross-sell,Closed Won,24762.08984375,Non-Renewed
OPP-015640,Renewal,Closed Won,51235.6484375,Auto-Renew
OPP-015648,New Business,Closed Won,42700.2109375,Non-Renewed
OPP-015651,Upsell,Closed Won,9273.919921875,Non-Renewed
OPP-015660,Upsell,Closed Won,96389.8515625,Pending
OPP-015678,New Business,Closed Won,58093.171875,Non-Renewed
OPP-015682,Upsell,Closed Won,10298.0498046875,Auto-Renew
OPP-015685,New Business,Closed Won,49017.37890625,Non-Renewed
OPP-015686,New Business,Closed Won,58163.890625,Non-Renewed
OPP-015693,Upsell,Closed Won,94861.171875,Non-Renewed
OPP-015694,Renewal,Closed Won,14095.3095703125,Renewed
OPP-015695,Expansion,Closed Won,40503.5390625,Non-Renewed
OPP-015701,Expansion,Closed Won,72741.8203125,Non-Renewed
OPP-015705,Upsell,Closed Won,76078.046875,Non-Renewed
OPP-015707,Renewal,Closed Won,75903.4609375,Non-Renewed
OPP-015725,New Business,Closed Won,16784.0,Auto-Renew
OPP-015729,Expansion,Closed Won,16862.560546875,Renewed
OPP-015732,Expansion,Closed Won,19096.650390625,Pending
OPP-015737,Expansion,Closed Won,17254.23046875,Renewed
OPP-015739,New Business,Closed Won,47713.8203125,Pending
OPP-015762,New Business,Closed Won,77827.640625,Non-Renewed
OPP-015766,Upsell,Closed Won,47870.58984375,Non-Renewed
OPP-015769,New Business,Closed Won,96846.046875,Non-Renewed
