Contract_ID,Opportunity_ID,Account_ID,Start_Date,End_Date,Contract_Value,Contract_Type,Renewal_Status,Cancellation_Reason,Renewal_Type,Contract_Status
CONT-002205,OPP-013690,ACC-000024,2022-04-09 00:00:00,2022-05-09 00:00:00,476860.36,Custom,Non-Renewed,Budget Constraints,Professional Services,Inactive
CONT-002206,OPP-013696,ACC-000014,2022-11-11 00:00:00,2023-09-07 00:00:00,269395.46,Custom,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-002207,OPP-013697,ACC-000004,2024-06-28 00:00:00,2025-06-28 00:00:00,260758.73,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-002208,OPP-013700,ACC-000016,2021-09-25 00:00:00,2021-12-24 00:00:00,206585.57,Quarterly,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-002209,OPP-013708,ACC-000008,2024-08-30 13:43:46,2027-05-30 13:43:46,448335.31,Custom,Renewed,,Support & Maintenance,Active
CONT-002210,OPP-013718,ACC-000036,2024-02-08 00:00:00,2025-02-07 00:00:00,281373.04,Annual,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-002211,OPP-013729,ACC-000028,2025-03-13 13:43:46,2027-01-12 13:43:46,141923.77,Custom,Renewed,,Data & Analytics Services,Active
CONT-002212,OPP-013734,ACC-000035,2025-01-28 13:43:46,2026-12-27 13:43:46,164486.29,Quarterly,Pending,,Infrastructure & Environment Setup,Active
CONT-002213,OPP-013735,ACC-000012,2023-03-18 00:00:00,2023-07-16 00:00:00,419483.21,Custom,Non-Renewed,Competitor,System Integration,Inactive
CONT-002214,OPP-013738,ACC-000017,2025-06-22 13:43:46,2026-08-15 13:43:46,119374.47,Custom,Renewed,,Product Licensing,Active
CONT-002215,OPP-013753,ACC-000043,2021-06-13 00:00:00,2022-04-09 00:00:00,424181.92,Custom,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-002216,OPP-013759,ACC-000033,2023-12-26 00:00:00,2024-01-25 00:00:00,16447.51,Custom,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-002217,OPP-013763,ACC-000002,2025-01-19 13:43:46,2026-05-19 13:43:46,165692.26,Annual,Renewed,,Outcome-Based Contracts,Active
CONT-002218,OPP-013769,ACC-000018,2024-12-07 13:43:46,2025-10-08 13:43:46,307621.98,Quarterly,Auto-Renew,,Professional Services,Active
CONT-002219,OPP-013778,ACC-000042,2023-02-04 00:00:00,2023-05-05 00:00:00,115135.25,Quarterly,Non-Renewed,Poor Service,Infrastructure & Environment Setup,Inactive
CONT-002220,OPP-013786,ACC-000045,2023-08-19 00:00:00,2023-11-17 00:00:00,47569.78,Quarterly,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-002221,OPP-013789,ACC-000041,2023-08-22 00:00:00,2024-04-18 00:00:00,262202.7,Custom,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-002222,OPP-013800,ACC-000052,2024-05-03 00:00:00,2024-08-01 00:00:00,131455.69,Quarterly,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-002223,OPP-013801,ACC-000050,2021-05-08 00:00:00,2021-08-06 00:00:00,379182.22,Quarterly,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-002224,OPP-013807,ACC-000021,2024-08-25 13:43:46,2026-05-06 13:43:46,493637.18,Annual,Auto-Renew,,Managed Services,Active
CONT-002225,OPP-013814,ACC-000044,2025-04-08 13:43:46,2026-09-18 13:43:46,456747.82,Quarterly,Auto-Renew,,Data & Analytics Services,Active
CONT-002226,OPP-013824,ACC-000004,2024-07-10 13:43:46,2025-12-12 13:43:46,150048.61,Custom,Auto-Renew,,Development Projects,Active
CONT-002227,OPP-013825,ACC-000057,2024-01-07 00:00:00,2024-10-03 00:00:00,477295.21,Custom,Non-Renewed,Merger/Acquisition,Development Projects,Inactive
CONT-002228,OPP-013830,ACC-000037,2024-03-04 00:00:00,2025-03-04 00:00:00,354554.73,Annual,Non-Renewed,Competitor,Development Projects,Inactive
CONT-002229,OPP-013831,ACC-000035,2022-11-07 00:00:00,2023-02-05 00:00:00,93930.79,Quarterly,Non-Renewed,Competitor,Outcome-Based Contracts,Inactive
CONT-002230,OPP-013833,ACC-000036,2022-03-21 00:00:00,2023-03-21 00:00:00,100554.28,Annual,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-002231,OPP-013837,ACC-000031,2023-07-14 00:00:00,2023-10-12 00:00:00,210643.93,Custom,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-002232,OPP-013847,ACC-000046,2024-06-21 00:00:00,2024-09-19 00:00:00,224845.23,Quarterly,Non-Renewed,Competitor,Development Projects,Inactive
CONT-002233,OPP-013863,ACC-000033,2024-12-15 13:43:46,2025-12-09 13:43:46,210242.21,Annual,Pending,,System Integration,Active
CONT-002234,OPP-013869,ACC-000036,2021-11-03 00:00:00,2021-12-03 00:00:00,410095.15,Custom,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-002235,OPP-013873,ACC-000038,2022-04-08 00:00:00,2023-02-02 00:00:00,48596.2,Custom,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-002236,OPP-013875,ACC-000049,2022-10-03 00:00:00,2023-10-03 00:00:00,409701.3,Annual,Non-Renewed,Merger/Acquisition,System Integration,Inactive
CONT-002237,OPP-013876,ACC-000003,2025-06-24 13:43:46,2025-09-09 13:43:46,431654.43,Quarterly,Pending,,Managed Services,Active
CONT-002238,OPP-013881,ACC-000018,2024-10-13 13:43:46,2025-10-09 13:43:46,322946.63,Custom,Renewed,,Support & Maintenance,Active
CONT-002239,OPP-013889,ACC-000013,2025-02-18 13:43:46,2025-12-16 13:43:46,242823.3,Custom,Pending,,Data & Analytics Services,Active
CONT-002240,OPP-013899,ACC-000050,2025-05-28 13:43:46,2026-06-30 13:43:46,317583.19,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002241,OPP-013900,ACC-000020,2024-08-19 00:00:00,2025-08-19 00:00:00,484015.61,Annual,Renewed,,Product Licensing,Active
CONT-002242,OPP-013909,ACC-000051,2024-12-28 13:43:46,2026-05-15 13:43:46,419767.62,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-002243,OPP-013910,ACC-000005,2025-04-04 13:43:46,2027-02-11 13:43:46,478298.7,Annual,Auto-Renew,,Development Projects,Active
CONT-002244,OPP-013918,ACC-000039,2025-04-27 13:43:46,2027-03-18 13:43:46,65334.65,Quarterly,Auto-Renew,,Managed Services,Active
CONT-002245,OPP-013920,ACC-000050,2023-08-19 00:00:00,2023-11-17 00:00:00,193078.76,Quarterly,Non-Renewed,Merger/Acquisition,Data & Analytics Services,Inactive
CONT-002246,OPP-013928,ACC-000024,2025-06-03 13:43:46,2026-12-05 13:43:46,95891.01,Custom,Pending,,Professional Services,Active
CONT-002247,OPP-013934,ACC-000035,2025-05-21 13:43:46,2026-12-18 13:43:46,71717.01,Annual,Pending,,Support & Maintenance,Active
CONT-002248,OPP-013935,ACC-000059,2024-09-16 00:00:00,2025-03-15 00:00:00,381363.53,Custom,Non-Renewed,Merger/Acquisition,Professional Services,Inactive
CONT-002249,OPP-013937,ACC-000047,2022-08-07 00:00:00,2023-08-07 00:00:00,382057.91,Annual,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-002250,OPP-013940,ACC-000012,2025-03-15 13:43:46,2026-10-07 13:43:46,258340.59,Annual,Pending,,Infrastructure & Environment Setup,Active
CONT-002251,OPP-013952,ACC-000033,2024-10-19 13:43:46,2026-05-19 13:43:46,242335.88,Custom,Pending,,Outcome-Based Contracts,Active
CONT-002252,OPP-013964,ACC-000002,2021-12-10 00:00:00,2022-03-10 00:00:00,15152.72,Quarterly,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-002253,OPP-013972,ACC-000006,2022-10-23 00:00:00,2023-10-23 00:00:00,39593.03,Annual,Non-Renewed,Poor Service,Product Licensing,Inactive
CONT-002254,OPP-013994,ACC-000040,2024-03-26 00:00:00,2025-03-26 00:00:00,190340.56,Annual,Non-Renewed,Competitor,System Integration,Inactive
CONT-002255,OPP-013998,ACC-000034,2025-05-13 13:43:46,2026-05-05 13:43:46,11057.57,Custom,Pending,,Product Licensing,Active
CONT-002256,OPP-014001,ACC-000015,2024-12-29 13:43:46,2026-09-05 13:43:46,383406.43,Custom,Pending,,Professional Services,Active
CONT-002257,OPP-014005,ACC-000019,2025-01-28 13:43:46,2026-09-19 13:43:46,207442.91,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-002258,OPP-014015,ACC-000056,2021-06-18 00:00:00,2021-12-15 00:00:00,154161.56,Custom,Non-Renewed,Product Issues,System Integration,Inactive
CONT-002259,OPP-014017,ACC-000038,2025-04-14 13:43:46,2026-05-20 13:43:46,370364.05,Annual,Auto-Renew,,Data & Analytics Services,Active
CONT-002260,OPP-014020,ACC-000047,2024-08-18 13:43:46,2025-10-05 13:43:46,320090.17,Annual,Pending,,System Integration,Active
CONT-002261,OPP-014039,ACC-000024,2022-04-03 00:00:00,2022-07-02 00:00:00,71894.61,Quarterly,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-002262,OPP-014040,ACC-000040,2024-09-08 13:43:46,2026-11-13 13:43:46,293189.74,Annual,Auto-Renew,,Managed Services,Active
CONT-002263,OPP-014042,ACC-000022,2025-01-07 13:43:46,2027-05-29 13:43:46,34382.14,Quarterly,Renewed,,Outcome-Based Contracts,Active
CONT-002264,OPP-014046,ACC-000003,2021-04-22 00:00:00,2021-07-21 00:00:00,255984.77,Quarterly,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-002265,OPP-014049,ACC-000058,2025-01-29 13:43:46,2027-01-22 13:43:46,454955.15,Annual,Renewed,,System Integration,Active
CONT-002266,OPP-014055,ACC-000058,2024-08-18 13:43:46,2026-01-08 13:43:46,69931.68,Annual,Auto-Renew,,Professional Services,Active
CONT-002267,OPP-014057,ACC-000054,2024-10-27 13:43:46,2026-06-18 13:43:46,474828.66,Annual,Pending,,Managed Services,Active
CONT-002268,OPP-014077,ACC-000021,2024-07-30 13:43:46,2027-03-19 13:43:46,232224.01,Quarterly,Auto-Renew,,Professional Services,Active
CONT-002269,OPP-014089,ACC-000019,2021-08-27 00:00:00,2021-10-26 00:00:00,452976.85,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-002270,OPP-014090,ACC-000036,2024-08-20 13:43:46,2025-11-28 13:43:46,248680.34,Custom,Auto-Renew,,System Integration,Active
CONT-002271,OPP-014101,ACC-000026,2024-10-13 13:43:46,2026-01-27 13:43:46,270342.26,Custom,Auto-Renew,,Development Projects,Active
CONT-002272,OPP-014103,ACC-000030,2025-04-25 13:43:46,2026-03-24 13:43:46,386032.29,Quarterly,Pending,,Data & Analytics Services,Active
CONT-002273,OPP-014106,ACC-000016,2021-12-17 00:00:00,2022-03-17 00:00:00,35126.86,Quarterly,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-002274,OPP-014108,ACC-000029,2024-09-09 13:43:46,2026-07-08 13:43:46,486636.06,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-002275,OPP-014116,ACC-000018,2024-04-17 00:00:00,2025-04-17 00:00:00,398868.95,Annual,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-002276,OPP-014128,ACC-000007,2021-05-18 00:00:00,2021-12-14 00:00:00,368754.63,Custom,Non-Renewed,Business Closure,Product Licensing,Inactive
CONT-002277,OPP-014135,ACC-000021,2024-10-18 00:00:00,2025-01-16 00:00:00,333700.53,Quarterly,Non-Renewed,Competitor,System Integration,Inactive
CONT-002278,OPP-014143,ACC-000016,2021-06-08 00:00:00,2021-09-06 00:00:00,400057.31,Custom,Non-Renewed,Business Closure,Outcome-Based Contracts,Inactive
CONT-002279,OPP-014144,ACC-000034,2023-10-10 00:00:00,2024-01-08 00:00:00,467608.28,Quarterly,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-002280,OPP-014149,ACC-000015,2023-09-13 00:00:00,2023-12-12 00:00:00,368574.99,Quarterly,Non-Renewed,Product Issues,Support & Maintenance,Inactive
CONT-002281,OPP-014154,ACC-000009,2022-10-13 00:00:00,2023-01-11 00:00:00,63655.99,Quarterly,Non-Renewed,Poor Service,System Integration,Inactive
CONT-002282,OPP-014167,ACC-000054,2024-11-12 13:43:46,2026-03-06 13:43:46,296608.56,Annual,Pending,,Professional Services,Active
CONT-002283,OPP-014168,ACC-000044,2023-05-25 00:00:00,2024-05-24 00:00:00,85175.01,Annual,Non-Renewed,Poor Service,Staff Augmentation,Inactive
CONT-002284,OPP-014172,ACC-000042,2025-06-21 13:43:46,2027-06-06 13:43:46,378466.93,Quarterly,Auto-Renew,,Development Projects,Active
CONT-002285,OPP-014173,ACC-000010,2022-07-12 00:00:00,2022-10-10 00:00:00,259179.51,Quarterly,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-002286,OPP-014194,ACC-000034,2021-04-11 00:00:00,2022-04-11 00:00:00,134745.9,Annual,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-002287,OPP-014196,ACC-000060,2024-09-13 13:43:46,2026-11-22 13:43:46,93629.48,Quarterly,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002288,OPP-014215,ACC-000030,2025-02-23 13:43:46,2027-05-21 13:43:46,417638.64,Quarterly,Auto-Renew,,Staff Augmentation,Active
CONT-002289,OPP-014222,ACC-000032,2024-05-13 00:00:00,2024-10-10 00:00:00,377002.7,Custom,Non-Renewed,Competitor,Development Projects,Inactive
CONT-002290,OPP-014226,ACC-000027,2021-08-14 00:00:00,2022-04-11 00:00:00,486011.54,Custom,Non-Renewed,Competitor,System Integration,Inactive
CONT-002291,OPP-014233,ACC-000031,2022-09-14 00:00:00,2022-12-13 00:00:00,193258.11,Quarterly,Non-Renewed,Product Issues,Infrastructure & Environment Setup,Inactive
CONT-002292,OPP-014234,ACC-000002,2023-09-27 00:00:00,2023-12-26 00:00:00,320735.18,Quarterly,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-002293,OPP-014236,ACC-000003,2024-08-25 13:43:46,2026-07-10 13:43:46,431477.92,Quarterly,Renewed,,Development Projects,Active
CONT-002294,OPP-014238,ACC-000018,2024-11-05 13:43:46,2026-03-14 13:43:46,57696.3,Quarterly,Pending,,System Integration,Active
CONT-002295,OPP-014243,ACC-000057,2025-06-27 13:43:46,2026-06-23 13:43:46,400579.78,Quarterly,Renewed,,Development Projects,Active
CONT-002296,OPP-014253,ACC-000020,2021-01-23 00:00:00,2021-03-24 00:00:00,400845.8,Custom,Non-Renewed,Product Issues,System Integration,Inactive
CONT-002297,OPP-014264,ACC-000025,2021-10-15 00:00:00,2022-01-13 00:00:00,348796.47,Quarterly,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-002298,OPP-014269,ACC-000054,2025-01-06 13:43:46,2025-12-05 13:43:46,424250.34,Custom,Auto-Renew,,Managed Services,Active
CONT-002299,OPP-014271,ACC-000043,2025-06-20 13:43:46,2026-07-17 13:43:46,79730.7,Quarterly,Pending,,Outcome-Based Contracts,Active
CONT-002300,OPP-014288,ACC-000004,2025-06-17 13:43:46,2026-01-15 13:43:46,480655.75,Quarterly,Pending,,Managed Services,Active
CONT-002301,OPP-014293,ACC-000047,2023-08-15 00:00:00,2023-12-13 00:00:00,190449.68,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-002302,OPP-014294,ACC-000062,2022-05-27 00:00:00,2023-05-27 00:00:00,491360.33,Annual,Non-Renewed,Product Issues,Professional Services,Inactive
CONT-002303,OPP-014302,ACC-000013,2024-08-11 13:43:46,2026-06-12 13:43:46,293039.64,Quarterly,Renewed,,Development Projects,Active
CONT-002304,OPP-014303,ACC-000025,2021-05-14 00:00:00,2021-11-10 00:00:00,35175.96,Custom,Non-Renewed,Competitor,System Integration,Inactive
CONT-002305,OPP-014330,ACC-000060,2024-12-23 13:43:46,2027-01-20 13:43:46,397128.48,Annual,Renewed,,Professional Services,Active
CONT-002306,OPP-014338,ACC-000058,2021-08-11 00:00:00,2022-08-11 00:00:00,46924.58,Annual,Non-Renewed,Merger/Acquisition,Support & Maintenance,Inactive
CONT-002307,OPP-014347,ACC-000042,2024-12-17 13:43:46,2027-05-10 13:43:46,470928.69,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002308,OPP-014348,ACC-000039,2022-03-06 00:00:00,2022-06-04 00:00:00,458834.2,Custom,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-002309,OPP-014354,ACC-000011,2021-01-05 00:00:00,2021-04-05 00:00:00,435628.15,Quarterly,Non-Renewed,Poor Service,Support & Maintenance,Inactive
CONT-002310,OPP-014362,ACC-000053,2024-12-23 13:43:46,2025-10-30 13:43:46,299144.14,Annual,Pending,,Staff Augmentation,Active
CONT-002311,OPP-014365,ACC-000057,2021-08-04 00:00:00,2022-08-04 00:00:00,328399.1,Annual,Non-Renewed,Competitor,Professional Services,Inactive
CONT-002312,OPP-014367,ACC-000011,2025-05-30 13:43:46,2025-08-08 13:43:46,302469.71,Quarterly,Pending,,Data & Analytics Services,Active
CONT-002313,OPP-014378,ACC-000014,2025-04-29 13:43:46,2026-08-01 13:43:46,67715.16,Custom,Renewed,,Data & Analytics Services,Active
CONT-002314,OPP-014384,ACC-000044,2023-08-25 00:00:00,2024-02-21 00:00:00,172099.72,Custom,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-002315,OPP-014387,ACC-000025,2024-09-30 13:43:46,2026-01-14 13:43:46,372442.61,Custom,Pending,,Development Projects,Active
CONT-002316,OPP-014389,ACC-000057,2021-09-05 00:00:00,2022-09-05 00:00:00,349856.14,Annual,Non-Renewed,Merger/Acquisition,Data & Analytics Services,Inactive
CONT-002317,OPP-014390,ACC-000047,2021-05-24 00:00:00,2021-08-22 00:00:00,462383.23,Quarterly,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-002318,OPP-014395,ACC-000001,2023-09-01 00:00:00,2024-06-27 00:00:00,303621.38,Custom,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-002319,OPP-014397,ACC-000034,2024-06-05 00:00:00,2024-09-03 00:00:00,167862.4,Quarterly,Non-Renewed,Budget Constraints,Managed Services,Inactive
CONT-002320,OPP-014399,ACC-000038,2025-02-10 13:43:46,2025-10-22 13:43:46,124427.84,Annual,Pending,,Product Licensing,Active
CONT-002321,OPP-014401,ACC-000001,2025-01-06 13:43:46,2026-12-16 13:43:46,9742.82,Custom,Renewed,,System Integration,Active
CONT-002322,OPP-014403,ACC-000008,2025-06-17 13:43:46,2026-05-11 13:43:46,104335.38,Annual,Renewed,,Professional Services,Active
CONT-002323,OPP-014404,ACC-000020,2025-06-01 13:43:46,2026-09-24 13:43:46,353158.34,Annual,Auto-Renew,,Product Licensing,Active
CONT-002324,OPP-014411,ACC-000043,2025-04-07 13:43:46,2025-09-01 13:43:46,65814.91,Quarterly,Renewed,,Data & Analytics Services,Active
CONT-002325,OPP-014418,ACC-000041,2024-08-19 13:43:46,2025-09-26 13:43:46,12459.86,Quarterly,Pending,,Development Projects,Active
CONT-002326,OPP-014420,ACC-000012,2024-11-17 13:43:46,2026-06-12 13:43:46,417784.83,Annual,Pending,,Data & Analytics Services,Active
CONT-002327,OPP-014421,ACC-000026,2024-08-12 13:43:46,2026-10-14 13:43:46,18903.55,Annual,Auto-Renew,,Data & Analytics Services,Active
CONT-002328,OPP-014432,ACC-000032,2024-10-11 00:00:00,2025-05-09 00:00:00,309107.64,Custom,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-002329,OPP-014433,ACC-000017,2023-09-05 00:00:00,2024-09-04 00:00:00,476742.63,Annual,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-002330,OPP-014444,ACC-000056,2021-11-19 00:00:00,2022-10-15 00:00:00,320952.6,Custom,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-002331,OPP-014447,ACC-000022,2024-12-05 13:43:46,2026-11-19 13:43:46,67742,Annual,Renewed,,Professional Services,Active
CONT-002332,OPP-014448,ACC-000058,2025-03-12 13:43:46,2025-08-29 13:43:46,437736.03,Custom,Renewed,,Product Licensing,Active
CONT-002333,OPP-014465,ACC-000027,2024-11-03 13:43:46,2026-02-05 13:43:46,199270.7,Quarterly,Auto-Renew,,Data & Analytics Services,Active
CONT-002334,OPP-014480,ACC-000006,2024-12-01 13:43:46,2026-08-31 13:43:46,422219.55,Quarterly,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002335,OPP-014486,ACC-000052,2021-09-03 00:00:00,2021-12-02 00:00:00,252391.68,Quarterly,Non-Renewed,Product Issues,Professional Services,Inactive
CONT-002336,OPP-014503,ACC-000023,2023-03-23 00:00:00,2024-03-22 00:00:00,180601.15,Annual,Non-Renewed,Merger/Acquisition,Professional Services,Inactive
CONT-002337,OPP-014504,ACC-000045,2024-08-19 13:43:46,2026-01-02 13:43:46,431940.71,Annual,Renewed,,Support & Maintenance,Active
CONT-002338,OPP-014506,ACC-000052,2022-08-23 00:00:00,2023-08-23 00:00:00,181669.02,Annual,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-002339,OPP-014513,ACC-000009,2025-02-21 13:43:46,2025-12-19 13:43:46,229770.36,Annual,Renewed,,Data & Analytics Services,Active
CONT-002340,OPP-014517,ACC-000001,2025-04-03 13:43:46,2026-06-15 13:43:46,36420.92,Custom,Pending,,System Integration,Active
CONT-002341,OPP-014519,ACC-000003,2022-01-15 00:00:00,2022-04-15 00:00:00,208834.49,Quarterly,Non-Renewed,Competitor,Managed Services,Inactive
CONT-002342,OPP-014524,ACC-000059,2022-09-17 00:00:00,2023-03-16 00:00:00,25903.85,Custom,Non-Renewed,Merger/Acquisition,System Integration,Inactive
CONT-002343,OPP-014525,ACC-000010,2025-03-01 13:43:46,2027-01-17 13:43:46,138217.16,Quarterly,Pending,,Data & Analytics Services,Active
CONT-002344,OPP-014526,ACC-000048,2024-08-20 13:43:46,2027-06-13 13:43:46,5554.7,Custom,Renewed,,System Integration,Active
CONT-002345,OPP-014529,ACC-000043,2021-02-09 00:00:00,2021-05-10 00:00:00,456727.31,Quarterly,Non-Renewed,Competitor,Professional Services,Inactive
CONT-002346,OPP-014541,ACC-000043,2024-10-28 13:43:46,2027-01-03 13:43:46,53427.9,Custom,Pending,,Development Projects,Active
CONT-002347,OPP-014543,ACC-000030,2022-09-27 00:00:00,2022-12-26 00:00:00,238516.44,Quarterly,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-002348,OPP-014552,ACC-000017,2025-03-21 13:43:46,2026-06-21 13:43:46,291383.77,Custom,Renewed,,Infrastructure & Environment Setup,Active
CONT-002349,OPP-014561,ACC-000038,2025-04-28 13:43:46,2025-12-20 13:43:46,43225.58,Annual,Auto-Renew,,Development Projects,Active
CONT-002350,OPP-014574,ACC-000022,2022-07-25 00:00:00,2022-12-22 00:00:00,425114.47,Custom,Non-Renewed,Competitor,Staff Augmentation,Inactive
CONT-002351,OPP-014575,ACC-000047,2022-02-19 00:00:00,2023-02-19 00:00:00,427563.43,Annual,Non-Renewed,Product Issues,Development Projects,Inactive
CONT-002352,OPP-014578,ACC-000025,2025-03-07 13:43:46,2027-02-23 13:43:46,470075.08,Custom,Auto-Renew,,Support & Maintenance,Active
CONT-002353,OPP-014580,ACC-000034,2025-04-10 13:43:46,2027-01-05 13:43:46,146121.87,Custom,Renewed,,System Integration,Active
CONT-002354,OPP-014586,ACC-000012,2025-01-21 13:43:46,2026-09-27 13:43:46,168154.72,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-002355,OPP-014594,ACC-000001,2024-10-01 13:43:46,2026-04-19 13:43:46,374482.36,Custom,Pending,,Product Licensing,Active
CONT-002356,OPP-014603,ACC-000051,2025-04-05 13:43:46,2025-09-20 13:43:46,73396.44,Quarterly,Pending,,Product Licensing,Active
CONT-002357,OPP-014611,ACC-000039,2022-09-16 00:00:00,2022-12-15 00:00:00,161721.11,Quarterly,Non-Renewed,Merger/Acquisition,Data & Analytics Services,Inactive
CONT-002358,OPP-014624,ACC-000039,2022-11-26 00:00:00,2023-02-24 00:00:00,467976.77,Quarterly,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-002359,OPP-014627,ACC-000027,2024-12-19 13:43:46,2025-12-22 13:43:46,30655.56,Annual,Pending,,Managed Services,Active
CONT-002360,OPP-014628,ACC-000042,2024-09-21 00:00:00,2025-09-21 00:00:00,160542.82,Annual,Pending,,Development Projects,Active
CONT-002361,OPP-014631,ACC-000043,2024-10-08 13:43:46,2026-03-21 13:43:46,175000.28,Quarterly,Auto-Renew,,Managed Services,Active
CONT-002362,OPP-014642,ACC-000011,2024-04-18 00:00:00,2025-04-18 00:00:00,192742.57,Annual,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-002363,OPP-014645,ACC-000043,2022-09-12 00:00:00,2023-09-12 00:00:00,252214.22,Annual,Non-Renewed,Product Issues,Development Projects,Inactive
CONT-002364,OPP-014656,ACC-000018,2025-01-09 13:43:46,2026-01-08 13:43:46,96264.57,Annual,Renewed,,System Integration,Active
CONT-002365,OPP-014662,ACC-000024,2025-05-15 13:43:46,2026-10-13 13:43:46,365284.79,Annual,Pending,,Support & Maintenance,Active
CONT-002366,OPP-014672,ACC-000027,2024-07-16 13:43:46,2026-06-07 13:43:46,118920.05,Custom,Pending,,Data & Analytics Services,Active
CONT-002367,OPP-014678,ACC-000038,2023-06-05 00:00:00,2024-03-31 00:00:00,499513.47,Custom,Non-Renewed,Competitor,Professional Services,Inactive
CONT-002368,OPP-014679,ACC-000012,2024-06-02 00:00:00,2024-08-31 00:00:00,152487.65,Custom,Non-Renewed,Budget Constraints,Infrastructure & Environment Setup,Inactive
CONT-002369,OPP-014681,ACC-000014,2024-11-23 00:00:00,2025-02-21 00:00:00,269756.09,Quarterly,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-002370,OPP-014682,ACC-000014,2022-05-10 00:00:00,2022-08-08 00:00:00,225179.72,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-002371,OPP-014688,ACC-000046,2021-04-09 00:00:00,2021-07-08 00:00:00,181838.86,Quarterly,Non-Renewed,Product Issues,Professional Services,Inactive
CONT-002372,OPP-014692,ACC-000043,2021-06-03 00:00:00,2022-06-03 00:00:00,477216.01,Annual,Non-Renewed,Budget Constraints,Development Projects,Inactive
CONT-002373,OPP-014700,ACC-000062,2023-04-21 00:00:00,2024-04-20 00:00:00,241515.31,Annual,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-002374,OPP-014705,ACC-000053,2022-02-20 00:00:00,2023-01-16 00:00:00,208010.6,Custom,Non-Renewed,Merger/Acquisition,Development Projects,Inactive
CONT-002375,OPP-014714,ACC-000001,2024-12-11 13:43:46,2027-01-02 13:43:46,497165.08,Quarterly,Renewed,,Development Projects,Active
CONT-002376,OPP-014717,ACC-000025,2024-10-29 13:43:46,2027-05-26 13:43:46,310798.39,Quarterly,Pending,,Support & Maintenance,Active
CONT-002377,OPP-014722,ACC-000045,2024-12-31 13:43:46,2026-09-02 13:43:46,456985.74,Annual,Renewed,,Managed Services,Active
CONT-002378,OPP-014727,ACC-000038,2022-06-22 00:00:00,2022-09-20 00:00:00,427666.34,Quarterly,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-002379,OPP-014739,ACC-000059,2025-03-11 13:43:46,2026-01-22 13:43:46,487507.52,Custom,Pending,,Data & Analytics Services,Active
