Pipeline_ID,Account_ID,Stage,Stage_Entry_Date,Expected_Close_Date,Deal_Size,Probability
PIPE-000506,ACC-000054,Prospecting,2022-10-21 02:20:56,2022-12-26 21:28:37,272108.67,0.06
PIPE-000507,ACC-000051,Needs Analysis,2021-08-23 02:35:39,2021-12-25 08:45:17,356103.67,0.59
PIPE-000508,ACC-000034,Development,2024-02-24 22:37:04,2024-04-17 10:27:36,490171.4,0
PIPE-000509,ACC-000002,Negotiation,2024-10-13 09:50:20,2024-10-20 21:07:38,150087.42,0.83
PIPE-000510,ACC-000036,Proposal,2024-06-25 07:16:39,2024-09-27 06:15:41,162970.25,0.63
PIPE-000511,ACC-000050,Proposal,2024-01-03 23:26:03,2024-05-16 01:34:01,381087.23,0.71
PIPE-000512,ACC-000039,Prospecting,2022-09-27 14:11:31,2023-03-03 18:22:01,176289,0.17
PIPE-000513,ACC-000060,Closed Lost,2022-02-12 10:05:36,2022-06-18 12:31:10,335096.93,0
PIPE-000514,ACC-000011,Closed Won,2022-12-26 02:34:45,2023-06-09 15:39:12,257317.06,1
PIPE-000515,ACC-000006,Closed Won,2024-01-13 06:15:02,2024-02-10 17:04:07,381058.71,1
PIPE-000516,ACC-000047,Negotiation,2022-01-09 23:04:26,2022-01-13 22:35:17,81807.8,0.84
PIPE-000517,ACC-000037,Prospecting,2022-03-14 06:08:31,2022-03-27 09:51:50,116914.7,0.08
PIPE-000518,ACC-000057,Needs Analysis,2022-06-17 07:40:22,2022-10-17 15:41:53,86676.79,0.54
PIPE-000519,ACC-000050,Qualification,2024-03-23 08:50:41,2024-09-02 21:47:30,405290.89,0.36
PIPE-000520,ACC-000058,Negotiation,2022-11-18 03:37:07,2023-04-20 05:39:32,339895.1,0.87
PIPE-000521,ACC-000034,Proposal,2022-01-16 21:01:18,2022-01-22 22:01:20,135127.72,0.7
PIPE-000522,ACC-000044,Qualification,2023-07-02 10:17:12,2023-12-09 19:07:52,187544.56,0.31
PIPE-000523,ACC-000037,Closed Won,2023-04-01 20:19:05,2023-09-24 21:36:07,460623.85,1
PIPE-000524,ACC-000049,Closed Lost,2022-08-09 13:36:37,2022-12-20 18:49:21,31776.11,0
PIPE-000525,ACC-000025,Qualification,2025-03-14 12:01:11,2025-05-02 17:34:04,322385.62,0.36
PIPE-000526,ACC-000027,Development,2022-12-14 09:46:31,2023-04-04 16:08:52,320078.39,0
PIPE-000527,ACC-000040,Prospecting,2022-05-30 09:57:52,2022-06-29 22:23:15,475238.94,0.09
PIPE-000528,ACC-000003,Closed Lost,2023-01-17 01:33:47,2023-04-09 15:29:42,494917.24,0
PIPE-000529,ACC-000062,Proposal,2025-06-10 04:40:43,2025-07-04 22:32:54,132078.52,0.6
PIPE-000530,ACC-000059,Qualification,2025-06-02 10:16:02,2025-10-06 13:24:37,250520.07,0.25
PIPE-000531,ACC-000039,Development,2023-08-29 07:16:08,2024-01-29 00:43:10,419026.14,0
PIPE-000532,ACC-000053,Closed Lost,2025-02-22 00:35:01,2025-07-31 14:11:58,322565.95,0
PIPE-000533,ACC-000045,Closed Lost,2022-05-08 15:59:17,2022-09-20 09:11:02,480226.22,0
PIPE-000534,ACC-000042,Proposal,2025-01-01 18:34:21,2025-04-03 23:45:53,455260.33,0.66
PIPE-000535,ACC-000059,Prospecting,2021-08-29 18:06:58,2021-09-23 21:26:27,465216.85,0.14
PIPE-000536,ACC-000006,Needs Analysis,2024-10-28 09:01:45,2025-01-03 22:26:12,213223.43,0.44
PIPE-000537,ACC-000032,Negotiation,2023-06-03 23:42:42,2023-11-15 09:12:27,94682.25,0.81
PIPE-000538,ACC-000024,Prospecting,2024-12-11 12:24:58,2025-03-15 19:18:16,253890.27,0.16
PIPE-000539,ACC-000027,Closed Lost,2022-10-16 23:27:30,2022-12-17 08:13:05,36894.28,0
PIPE-000540,ACC-000021,Development,2021-11-08 00:16:23,2022-03-13 01:54:10,420738.5,0
PIPE-000541,ACC-000062,Closed Lost,2023-04-14 22:13:44,2023-10-10 14:49:20,448620.85,0
PIPE-000542,ACC-000050,Closed Won,2025-04-02 23:51:02,2025-06-25 06:26:34,350016.22,1
PIPE-000543,ACC-000047,Needs Analysis,2022-02-19 21:47:15,2022-03-15 15:11:05,126557.14,0.56
PIPE-000544,ACC-000038,Qualification,2022-09-16 09:51:42,2023-01-31 08:25:42,44520.45,0.31
PIPE-000545,ACC-000049,Qualification,2022-11-16 08:51:22,2023-04-07 11:29:56,250614.38,0.39
PIPE-000546,ACC-000023,Closed Lost,2023-11-21 07:20:30,2024-03-01 05:28:30,374875.13,0
PIPE-000547,ACC-000021,Qualification,2022-10-16 17:43:28,2023-02-26 15:12:50,291246.16,0.21
PIPE-000548,ACC-000019,Needs Analysis,2024-04-11 08:27:18,2024-07-21 18:43:55,118239.99,0.49
PIPE-000549,ACC-000048,Needs Analysis,2024-12-24 04:23:33,2025-05-09 22:26:20,11435.49,0.45
PIPE-000550,ACC-000015,Development,2024-02-26 13:34:04,2024-08-19 18:06:38,433002.35,0
PIPE-000551,ACC-000035,Needs Analysis,2022-08-20 18:34:04,2022-11-22 22:49:24,141983.34,0.4
PIPE-000552,ACC-000017,Closed Won,2024-03-27 23:26:58,2024-04-13 08:50:39,296917.24,1
PIPE-000553,ACC-000044,Negotiation,2023-04-21 20:59:31,2023-08-25 06:08:11,165854.83,0.87
PIPE-000554,ACC-000020,Development,2024-09-10 12:10:14,2025-01-15 02:42:22,176132.57,0
PIPE-000555,ACC-000001,Proposal,2023-12-04 23:41:25,2024-04-18 10:10:43,315447.95,0.79
PIPE-000556,ACC-000061,Closed Lost,2022-06-10 15:35:33,2022-09-01 10:50:10,355874.65,0
PIPE-000557,ACC-000051,Needs Analysis,2024-08-03 13:22:09,2024-08-23 13:28:04,67532.02,0.53
PIPE-000558,ACC-000045,Qualification,2023-08-04 15:57:07,2023-12-15 00:39:40,79940.1,0.24
PIPE-000559,ACC-000030,Proposal,2022-11-10 17:28:39,2023-01-23 15:50:24,268872.32,0.62
PIPE-000560,ACC-000040,Needs Analysis,2023-11-04 21:25:12,2023-12-09 00:59:46,303629.65,0.48
PIPE-000561,ACC-000060,Closed Won,2024-05-07 08:08:10,2024-10-19 02:34:16,345377,1
PIPE-000562,ACC-000033,Prospecting,2024-03-13 09:47:12,2024-05-30 23:36:24,146578.77,0.1
PIPE-000563,ACC-000023,Needs Analysis,2023-10-07 09:47:50,2024-03-20 17:45:05,188315.56,0.53
PIPE-000564,ACC-000027,Needs Analysis,2024-10-01 08:33:49,2024-10-14 18:53:03,274739.44,0.47
PIPE-000565,ACC-000047,Closed Lost,2025-03-24 18:10:40,2025-08-21 19:30:20,462074.02,0
PIPE-000566,ACC-000029,Proposal,2022-08-03 17:47:32,2022-12-12 15:31:42,90906.9,0.65
PIPE-000567,ACC-000022,Qualification,2021-12-27 10:14:31,2022-03-09 12:01:45,13419.92,0.28
PIPE-000568,ACC-000053,Prospecting,2022-11-20 17:29:46,2023-03-29 15:02:37,274119.72,0.12
PIPE-000569,ACC-000008,Qualification,2021-08-13 10:30:55,2022-02-08 17:33:48,426597.88,0.37
PIPE-000570,ACC-000012,Prospecting,2021-11-09 04:59:38,2022-03-13 11:48:57,432318.15,0.13
PIPE-000571,ACC-000028,Closed Won,2022-09-30 11:39:35,2022-12-05 14:16:25,392447.69,1
PIPE-000572,ACC-000051,Proposal,2025-03-18 07:31:40,2025-06-15 17:09:37,462790.93,0.77
PIPE-000573,ACC-000038,Needs Analysis,2021-07-20 03:00:34,2021-07-23 11:05:43,386583.18,0.54
PIPE-000574,ACC-000030,Proposal,2022-09-09 14:08:59,2023-01-19 13:46:55,401867.19,0.72
PIPE-000575,ACC-000030,Prospecting,2021-07-23 23:00:13,2022-01-08 00:42:47,240400.53,0.18
PIPE-000576,ACC-000044,Development,2021-11-21 10:24:54,2022-02-24 15:22:48,470660.71,0
PIPE-000577,ACC-000016,Needs Analysis,2022-04-19 03:01:01,2022-08-22 13:47:58,118615.37,0.55
PIPE-000578,ACC-000061,Closed Won,2022-06-16 14:54:48,2022-09-14 12:37:36,410253.99,1
PIPE-000579,ACC-000059,Closed Won,2022-11-29 14:00:04,2023-03-24 08:24:13,186326.34,1
PIPE-000580,ACC-000058,Closed Won,2021-11-16 08:21:38,2021-12-07 09:20:52,135595.52,1
PIPE-000581,ACC-000062,Closed Lost,2024-03-13 17:27:57,2024-04-16 19:28:50,91489.34,0
PIPE-000582,ACC-000041,Proposal,2023-09-25 13:28:10,2024-01-26 01:40:09,87061.65,0.74
PIPE-000583,ACC-000044,Needs Analysis,2023-04-13 07:38:53,2023-08-28 03:20:13,86775.48,0.6
PIPE-000584,ACC-000034,Needs Analysis,2021-10-27 06:31:25,2021-12-11 16:04:26,374127.67,0.56
PIPE-000585,ACC-000055,Development,2021-12-31 11:18:10,2022-05-29 09:50:12,84859.67,0
PIPE-000586,ACC-000060,Proposal,2025-03-13 01:31:31,2025-06-23 08:27:19,400573.56,0.75
PIPE-000587,ACC-000002,Prospecting,2023-09-07 21:38:52,2023-10-19 17:02:11,41342.08,0.13
PIPE-000588,ACC-000061,Closed Lost,2024-02-02 08:56:35,2024-04-09 05:25:13,118766.89,0
PIPE-000589,ACC-000055,Prospecting,2022-11-22 04:22:21,2023-02-18 01:27:31,53008.31,0.09
PIPE-000590,ACC-000045,Proposal,2021-08-23 05:57:50,2021-09-10 19:28:12,104672.79,0.63
PIPE-000591,ACC-000002,Negotiation,2023-04-11 22:59:35,2023-04-18 12:26:03,188214.49,0.83
PIPE-000592,ACC-000005,Negotiation,2021-11-26 16:37:21,2022-02-18 15:15:12,446250.9,0.91
PIPE-000593,ACC-000054,Closed Won,2021-11-09 18:04:08,2022-03-19 00:54:42,350262.51,1
PIPE-000594,ACC-000037,Negotiation,2024-01-31 16:48:18,2024-06-01 04:29:53,110705.54,0.84
PIPE-000595,ACC-000052,Prospecting,2024-08-28 10:22:34,2025-01-15 02:09:53,81710.44,0.19
PIPE-000596,ACC-000019,Prospecting,2024-07-26 10:56:50,2024-10-07 07:36:39,434186.78,0.06
PIPE-000597,ACC-000042,Prospecting,2024-12-27 08:59:39,2025-04-18 16:42:13,129367.03,0.08
PIPE-000598,ACC-000017,Development,2022-10-03 04:10:14,2022-11-06 01:39:32,446193.68,0
PIPE-000599,ACC-000021,Closed Lost,2022-12-20 09:37:04,2023-05-05 00:47:21,220512.48,0
PIPE-000600,ACC-000057,Closed Won,2022-07-21 08:37:47,2022-09-23 10:47:39,100150.33,1
PIPE-000601,ACC-000012,Closed Won,2024-09-08 14:20:30,2024-10-06 05:46:47,496638.28,1
PIPE-000602,ACC-000042,Closed Lost,2025-03-13 17:24:13,2025-05-23 20:30:12,147123.55,0
PIPE-000603,ACC-000010,Closed Lost,2022-07-01 17:45:49,2022-09-28 01:56:42,393949.38,0
PIPE-000604,ACC-000033,Needs Analysis,2021-07-19 21:38:54,2021-11-16 23:07:12,135218.03,0.55
PIPE-000605,ACC-000042,Needs Analysis,2022-10-08 13:07:55,2022-11-08 16:58:52,334338,0.57
PIPE-000606,ACC-000042,Qualification,2021-08-12 06:50:54,2022-01-21 21:56:29,471552.89,0.37
PIPE-000607,ACC-000049,Closed Won,2024-07-02 09:46:34,2024-09-16 18:27:31,163660.96,1
PIPE-000608,ACC-000030,Negotiation,2023-01-04 22:14:44,2023-05-07 00:38:29,353321.22,0.93
PIPE-000609,ACC-000054,Closed Won,2025-01-05 15:15:31,2025-04-30 07:34:10,481733.2,1
PIPE-000610,ACC-000055,Prospecting,2023-12-26 18:41:45,2024-06-19 16:13:22,61804.48,0.2
PIPE-000611,ACC-000011,Qualification,2022-11-13 22:39:58,2023-03-21 10:16:24,191346.98,0.4
PIPE-000612,ACC-000014,Development,2024-04-18 03:00:34,2024-06-12 13:22:33,270414.37,0
PIPE-000613,ACC-000047,Needs Analysis,2022-08-29 10:44:02,2022-08-31 03:43:12,143426.26,0.59
PIPE-000614,ACC-000050,Negotiation,2023-10-29 18:45:20,2023-11-02 02:47:47,133158.42,0.86
PIPE-000615,ACC-000002,Negotiation,2024-08-07 05:49:28,2024-11-29 22:23:10,237411.46,0.92
PIPE-000616,ACC-000057,Closed Lost,2023-12-19 14:47:11,2024-02-20 04:04:46,142541.17,0
PIPE-000617,ACC-000035,Needs Analysis,2023-11-15 05:06:36,2024-03-12 23:07:23,59199.62,0.43
PIPE-000618,ACC-000033,Proposal,2022-02-25 09:16:12,2022-07-03 11:48:36,72089.81,0.76
PIPE-000619,ACC-000018,Prospecting,2024-04-23 14:07:48,2024-08-03 06:06:54,48685.94,0.06
PIPE-000620,ACC-000004,Qualification,2022-02-01 05:43:47,2022-07-11 00:24:50,164227.36,0.33
PIPE-000621,ACC-000050,Qualification,2021-12-24 16:31:28,2022-04-29 21:11:19,329514.53,0.28
PIPE-000622,ACC-000005,Needs Analysis,2022-11-29 09:36:31,2023-05-04 04:24:14,217327.17,0.57
PIPE-000623,ACC-000040,Negotiation,2022-10-17 20:54:49,2023-04-03 08:42:39,96402.13,0.83
PIPE-000624,ACC-000061,Negotiation,2024-12-08 17:16:17,2025-04-01 04:14:24,318488.09,0.82
PIPE-000625,ACC-000012,Closed Lost,2024-10-11 12:12:06,2025-02-14 13:09:01,9896.22,0
PIPE-000626,ACC-000025,Development,2024-06-02 21:40:23,2024-10-22 18:13:22,462569.03,0
PIPE-000627,ACC-000001,Needs Analysis,2023-04-21 10:06:24,2023-05-29 03:13:26,33596.04,0.5
PIPE-000628,ACC-000018,Prospecting,2021-07-16 13:38:19,2021-10-23 13:33:05,353301.53,0.12
PIPE-000629,ACC-000007,Development,2022-06-29 02:53:15,2022-10-26 06:08:35,206087.95,0
PIPE-000630,ACC-000041,Qualification,2024-06-14 18:19:34,2024-10-28 17:36:45,229809.26,0.33
PIPE-000631,ACC-000020,Development,2023-07-12 05:39:45,2023-10-14 01:59:31,291509.36,0
PIPE-000632,ACC-000022,Proposal,2022-01-26 23:06:26,2022-06-04 13:33:05,96700.62,0.7
PIPE-000633,ACC-000039,Prospecting,2024-12-26 17:25:53,2025-03-03 12:51:22,170477.26,0.17
PIPE-000634,ACC-000052,Qualification,2021-12-21 19:56:08,2022-04-07 00:48:00,358598.75,0.39
PIPE-000635,ACC-000006,Closed Won,2025-05-13 12:37:41,2025-08-19 18:42:35,448023.93,1
PIPE-000636,ACC-000056,Proposal,2022-06-19 00:00:27,2022-07-27 13:24:37,494213.85,0.7
PIPE-000637,ACC-000032,Proposal,2023-11-16 13:13:12,2024-03-19 07:22:11,400737.26,0.61
PIPE-000638,ACC-000038,Needs Analysis,2024-01-01 00:44:05,2024-03-07 04:22:25,301804.11,0.44
PIPE-000639,ACC-000048,Development,2022-07-12 09:23:17,2022-09-10 00:12:07,475834.46,0
PIPE-000640,ACC-000025,Negotiation,2024-12-18 18:18:47,2025-04-12 15:13:19,107294.2,0.89
PIPE-000641,ACC-000034,Needs Analysis,2021-10-28 15:59:49,2021-11-05 05:56:46,182490.08,0.44
PIPE-000642,ACC-000033,Development,2022-04-01 15:23:06,2022-09-05 06:11:53,462474.2,0
PIPE-000643,ACC-000032,Closed Won,2023-02-22 05:58:19,2023-04-07 21:34:11,12580.1,1
PIPE-000644,ACC-000025,Closed Lost,2024-01-12 13:13:51,2024-04-28 11:41:50,274331.07,0
PIPE-000645,ACC-000001,Needs Analysis,2024-08-17 13:13:38,2024-11-07 15:10:01,419070.08,0.51
PIPE-000646,ACC-000056,Negotiation,2022-09-18 16:07:54,2023-01-12 15:55:54,52890.78,0.88
PIPE-000647,ACC-000055,Development,2022-06-03 23:16:30,2022-08-15 11:00:06,114182.2,0
PIPE-000648,ACC-000053,Needs Analysis,2022-09-29 05:16:25,2022-11-19 07:54:02,124204.14,0.42
PIPE-000649,ACC-000036,Negotiation,2024-01-06 03:27:29,2024-05-06 08:28:34,274730.19,0.83
PIPE-000650,ACC-000035,Prospecting,2024-03-29 03:16:11,2024-07-02 09:22:44,75574.06,0.15
PIPE-000651,ACC-000049,Development,2021-07-17 11:37:15,2021-10-13 08:51:38,174949.47,0
PIPE-000652,ACC-000008,Qualification,2022-12-07 09:44:40,2023-05-25 01:11:02,220409.58,0.21
PIPE-000653,ACC-000002,Development,2022-11-06 04:19:02,2023-01-02 13:36:16,86978.98,0
PIPE-000654,ACC-000029,Prospecting,2023-01-10 23:41:12,2023-02-17 23:47:08,470987.54,0.14
PIPE-000655,ACC-000061,Needs Analysis,2023-10-05 02:40:43,2024-01-20 05:53:17,368904.02,0.59
PIPE-000656,ACC-000002,Proposal,2025-02-26 17:39:48,2025-04-01 19:23:33,95629.53,0.68
PIPE-000657,ACC-000061,Qualification,2022-02-25 14:41:55,2022-04-14 10:23:22,354574.26,0.34
PIPE-000658,ACC-000062,Qualification,2024-03-30 06:46:47,2024-08-19 13:42:07,442932.76,0.34
PIPE-000659,ACC-000037,Proposal,2022-08-24 08:15:30,2022-08-31 04:56:46,198827.94,0.71
PIPE-000660,ACC-000028,Needs Analysis,2023-11-23 19:15:50,2023-12-18 05:58:01,25062.76,0.48
PIPE-000661,ACC-000053,Prospecting,2023-05-22 06:16:30,2023-05-29 18:00:06,219559.74,0.09
PIPE-000662,ACC-000044,Needs Analysis,2024-10-14 03:22:42,2025-01-20 16:36:53,54983.96,0.52
PIPE-000663,ACC-000032,Closed Won,2024-06-10 17:41:44,2024-09-29 16:52:58,141381.37,1
PIPE-000664,ACC-000052,Closed Lost,2022-11-08 16:38:17,2023-05-04 01:34:29,140989.51,0
PIPE-000665,ACC-000051,Needs Analysis,2025-05-16 08:01:56,2025-08-19 13:31:20,498298.03,0.44
PIPE-000666,ACC-000052,Proposal,2025-02-18 19:11:51,2025-04-20 01:49:36,90217.81,0.69
PIPE-000667,ACC-000007,Closed Won,2025-04-29 09:45:37,2025-06-10 16:20:37,187530.82,1
PIPE-000668,ACC-000043,Negotiation,2023-09-23 23:03:35,2023-10-22 23:06:59,222981.71,0.93
PIPE-000669,ACC-000007,Proposal,2023-04-24 11:46:52,2023-07-31 00:29:46,255344.1,0.61
PIPE-000670,ACC-000007,Negotiation,2023-09-28 01:15:37,2023-10-28 03:48:18,189265.43,0.9
PIPE-000671,ACC-000012,Qualification,2023-11-14 17:35:40,2023-12-16 14:46:33,248102.67,0.32
PIPE-000672,ACC-000059,Proposal,2023-05-14 09:12:38,2023-07-22 21:06:14,207118.74,0.73
PIPE-000673,ACC-000055,Development,2023-12-17 10:15:50,2024-03-28 06:53:21,115299.83,0
PIPE-000674,ACC-000056,Proposal,2025-06-12 01:32:53,2025-09-08 21:36:45,416699.35,0.63
PIPE-000675,ACC-000019,Closed Won,2023-02-03 05:58:20,2023-05-17 02:00:02,284513.79,1
PIPE-000676,ACC-000015,Negotiation,2025-03-24 10:28:39,2025-04-02 23:30:32,249612.55,0.88
PIPE-000677,ACC-000020,Closed Lost,2023-06-22 02:47:27,2023-10-12 19:06:20,478548.03,0
PIPE-000678,ACC-000041,Proposal,2023-11-06 17:32:27,2024-04-03 19:51:20,315032.71,0.68
PIPE-000679,ACC-000027,Prospecting,2021-10-13 00:24:10,2021-10-22 19:52:11,298143.64,0.13
PIPE-000680,ACC-000028,Closed Lost,2025-01-19 13:44:15,2025-03-30 16:48:35,174406.89,0
PIPE-000681,ACC-000046,Closed Lost,2022-01-03 23:04:25,2022-05-19 12:13:10,426655.72,0
PIPE-000682,ACC-000042,Proposal,2022-06-22 11:24:52,2022-07-14 15:15:05,94757.41,0.6
PIPE-000683,ACC-000034,Closed Lost,2022-10-18 03:59:11,2023-01-12 00:10:54,473709.89,0
PIPE-000684,ACC-000051,Closed Lost,2023-12-20 07:05:38,2024-05-27 04:27:32,131176.69,0
PIPE-000685,ACC-000052,Closed Lost,2022-02-28 22:40:22,2022-06-22 19:14:25,411794.71,0
PIPE-000686,ACC-000042,Closed Won,2025-01-08 20:15:51,2025-05-11 04:55:24,80515.34,1
PIPE-000687,ACC-000060,Development,2022-06-03 20:16:54,2022-07-14 07:58:31,497862.12,0
PIPE-000688,ACC-000005,Prospecting,2024-02-27 12:17:34,2024-06-04 17:15:31,117165.15,0.08
PIPE-000689,ACC-000004,Prospecting,2023-02-03 19:03:43,2023-06-29 00:05:45,142758.47,0.06
PIPE-000690,ACC-000044,Negotiation,2024-05-10 15:03:59,2024-06-22 17:21:22,428204.87,0.92
PIPE-000691,ACC-000039,Needs Analysis,2022-08-14 06:15:09,2022-10-23 18:53:24,399884.32,0.56
PIPE-000692,ACC-000053,Needs Analysis,2023-08-21 00:10:48,2023-11-24 06:27:37,120873.62,0.42
PIPE-000693,ACC-000002,Closed Lost,2022-03-19 07:17:27,2022-05-02 19:57:04,355073.05,0
PIPE-000694,ACC-000025,Proposal,2023-02-16 01:25:06,2023-07-19 21:09:24,186268.96,0.73
PIPE-000695,ACC-000002,Needs Analysis,2022-07-18 22:30:47,2022-11-23 21:27:38,336205.18,0.57
PIPE-000696,ACC-000013,Qualification,2023-02-01 05:40:25,2023-03-03 08:48:50,43114.11,0.36
PIPE-000697,ACC-000062,Development,2023-09-22 07:43:53,2023-11-26 14:47:04,297722.1,0
PIPE-000698,ACC-000018,Needs Analysis,2024-09-04 10:26:03,2025-01-20 18:55:12,352253.63,0.46
PIPE-000699,ACC-000011,Negotiation,2023-08-18 08:56:07,2023-10-14 04:47:51,61071.22,0.92
PIPE-000700,ACC-000009,Prospecting,2025-04-17 10:05:55,2025-08-21 21:20:58,37681.84,0.16
PIPE-000701,ACC-000014,Prospecting,2024-11-16 17:35:35,2025-03-11 20:03:09,367416.86,0.16
PIPE-000702,ACC-000058,Closed Won,2023-10-22 22:13:12,2023-11-07 06:47:56,156950.56,1
PIPE-000703,ACC-000017,Closed Lost,2021-12-09 21:10:52,2022-05-19 06:25:54,176948.74,0
PIPE-000704,ACC-000034,Qualification,2024-03-18 09:31:07,2024-05-08 11:50:59,244709.57,0.39
PIPE-000705,ACC-000056,Negotiation,2025-01-28 13:37:26,2025-04-11 21:12:03,433864.62,0.88
PIPE-000706,ACC-000020,Needs Analysis,2023-07-25 04:05:51,2023-10-04 06:41:25,123665.92,0.54
PIPE-000707,ACC-000057,Negotiation,2023-09-26 22:44:30,2024-02-14 14:49:44,320549.78,0.88
PIPE-000708,ACC-000019,Qualification,2023-06-11 19:15:26,2023-07-26 04:26:59,51214.15,0.2
PIPE-000709,ACC-000051,Qualification,2025-04-19 08:37:13,2025-08-01 14:39:30,177678.29,0.4
PIPE-000710,ACC-000055,Qualification,2025-04-02 01:17:17,2025-06-21 09:43:50,302481.34,0.27
PIPE-000711,ACC-000035,Closed Lost,2025-06-26 07:57:42,2025-10-11 07:12:16,191248.17,0
PIPE-000712,ACC-000008,Prospecting,2023-09-23 14:16:37,2023-09-30 08:52:06,109652.56,0.09
PIPE-000713,ACC-000005,Qualification,2023-01-19 17:15:56,2023-01-30 02:55:17,161500.14,0.32
PIPE-000714,ACC-000026,Prospecting,2024-06-08 14:12:19,2024-09-06 14:47:55,25660.15,0.13
PIPE-000715,ACC-000062,Closed Won,2022-10-10 00:19:58,2022-12-10 19:19:27,181292.08,1
PIPE-000716,ACC-000011,Qualification,2021-11-25 07:50:18,2021-12-20 06:19:03,323846.85,0.32
PIPE-000717,ACC-000040,Qualification,2022-11-28 09:35:22,2023-01-02 23:12:16,497699.45,0.29
PIPE-000718,ACC-000002,Needs Analysis,2022-09-27 05:38:56,2022-12-27 01:22:17,196812.07,0.52
PIPE-000719,ACC-000014,Closed Won,2024-12-16 18:05:20,2025-01-01 04:33:32,18824.38,1
PIPE-000720,ACC-000014,Closed Lost,2023-09-25 12:15:30,2024-02-17 08:11:19,203451.08,0
PIPE-000721,ACC-000049,Closed Lost,2023-05-12 09:58:20,2023-10-05 14:38:57,484340.23,0
PIPE-000722,ACC-000053,Qualification,2021-11-07 09:38:16,2022-04-14 14:48:40,196071.16,0.36
PIPE-000723,ACC-000002,Needs Analysis,2025-06-01 15:26:16,2025-06-06 06:03:25,247973.45,0.57
PIPE-000724,ACC-000058,Prospecting,2024-04-08 22:42:47,2024-04-17 10:30:22,423133.11,0.05
PIPE-000725,ACC-000007,Development,2021-08-05 03:02:28,2021-12-31 10:48:13,376958.74,0
PIPE-000726,ACC-000057,Negotiation,2022-05-02 18:13:55,2022-05-03 23:35:56,372828.51,0.86
PIPE-000727,ACC-000024,Development,2025-04-26 04:02:56,2025-05-07 07:42:29,126554.4,0
PIPE-000728,ACC-000040,Prospecting,2022-07-14 18:39:55,2022-09-19 23:36:45,36230.86,0.06
PIPE-000729,ACC-000006,Prospecting,2024-04-18 08:33:39,2024-05-15 07:28:13,378459.45,0.1
PIPE-000730,ACC-000051,Needs Analysis,2025-02-19 17:02:22,2025-06-28 16:17:48,118701.85,0.56
PIPE-000731,ACC-000016,Needs Analysis,2023-07-06 04:17:32,2023-09-08 04:57:04,413391.67,0.41
PIPE-000732,ACC-000062,Needs Analysis,2021-11-27 18:01:44,2022-02-26 19:28:36,172123.91,0.55
PIPE-000733,ACC-000042,Closed Won,2024-03-11 08:48:09,2024-04-14 22:00:32,342725.8,1
PIPE-000734,ACC-000053,Prospecting,2023-09-29 19:04:32,2023-12-16 01:01:58,497983.94,0.19
PIPE-000735,ACC-000038,Needs Analysis,2022-06-08 05:19:13,2022-07-04 05:53:30,228104.75,0.45
PIPE-000736,ACC-000061,Negotiation,2022-09-05 10:50:14,2023-01-05 16:45:36,311828.6,0.86
PIPE-000737,ACC-000058,Closed Won,2022-10-16 17:32:12,2023-03-21 15:40:08,213576.6,1
PIPE-000738,ACC-000023,Prospecting,2025-01-24 07:18:50,2025-05-12 05:37:39,285962.56,0.19
PIPE-000739,ACC-000058,Closed Lost,2023-08-02 09:11:39,2024-01-20 20:40:06,300353.41,0
PIPE-000740,ACC-000009,Proposal,2024-10-20 05:12:40,2025-03-05 14:47:41,339829.14,0.74
PIPE-000741,ACC-000005,Closed Lost,2023-08-21 11:45:51,2024-02-12 10:28:26,28209.05,0
PIPE-000742,ACC-000023,Development,2022-07-05 12:49:20,2022-09-26 21:31:59,200825.5,0
PIPE-000743,ACC-000001,Qualification,2025-05-17 14:02:24,2025-10-12 17:12:20,155909.22,0.22
PIPE-000744,ACC-000027,Qualification,2021-08-25 15:34:58,2022-01-13 00:07:30,253527.39,0.23
PIPE-000745,ACC-000054,Needs Analysis,2024-05-09 04:40:02,2024-05-18 07:09:49,272093.89,0.45
PIPE-000746,ACC-000054,Needs Analysis,2025-04-20 17:59:16,2025-05-20 09:23:47,495616.51,0.45
PIPE-000747,ACC-000016,Negotiation,2024-01-28 13:49:07,2024-05-06 16:19:24,342717.11,0.9
PIPE-000748,ACC-000017,Proposal,2022-10-11 22:37:05,2023-03-01 17:30:44,338723.95,0.64
PIPE-000749,ACC-000009,Closed Lost,2024-03-24 22:48:45,2024-08-08 18:33:28,53937.2,0
PIPE-000750,ACC-000041,Closed Lost,2023-01-22 17:41:54,2023-05-29 01:25:03,253338.61,0
PIPE-000751,ACC-000002,Closed Won,2023-01-06 22:41:33,2023-05-30 06:30:33,284161.33,1
PIPE-000752,ACC-000040,Prospecting,2023-10-22 05:10:35,2023-11-27 20:59:39,289689.66,0.1
PIPE-000753,ACC-000045,Qualification,2024-12-01 21:46:59,2025-03-10 18:59:58,434248.56,0.27
PIPE-000754,ACC-000017,Proposal,2021-10-16 10:32:51,2021-12-13 20:37:02,222288.35,0.69
PIPE-000755,ACC-000036,Closed Lost,2024-09-09 02:51:51,2024-11-27 12:27:52,149271.24,0
PIPE-000756,ACC-000023,Needs Analysis,2024-03-01 18:42:17,2024-03-22 07:30:09,428465.28,0.49
PIPE-000757,ACC-000056,Needs Analysis,2023-06-21 19:46:39,2023-12-09 12:44:31,355450.9,0.51
