Activity_ID,Account_ID,Activity_Date,Activity_Type,Activity_Channel,Activity_Outcome,Activity_Score
ENG-002294,ACC-000003,2022-04-08 23:00:42,Email,Sales,Neutral,1
ENG-002295,ACC-000015,2024-05-19 11:14:33,Email,Support,Neutral,2
ENG-002296,ACC-000053,2025-04-26 00:55:05,In-Person,Marketing,Neutral,3
ENG-002297,ACC-000053,2022-12-01 23:00:50,Webinar,Support,Positive,2
ENG-002298,ACC-000033,2024-04-10 04:49:15,In-Person,Support,Positive,9
ENG-002299,ACC-000039,2021-11-14 07:04:03,Email,Support,Negative,10
ENG-002300,ACC-000051,2022-06-08 19:56:25,In-Person,Support,Negative,5
ENG-002301,ACC-000051,2023-01-01 11:39:14,Webinar,Sales,Negative,1
ENG-002302,ACC-000020,2022-06-10 11:59:50,Webinar,Sales,Positive,2
ENG-002303,ACC-000017,2024-08-27 15:53:09,In-Person,Sales,Neutral,7
ENG-002304,ACC-000006,2025-03-13 07:04:38,Email,Sales,Negative,5
ENG-002305,ACC-000031,2022-10-18 14:41:51,Webinar,Marketing,Negative,9
ENG-002306,ACC-000016,2023-04-12 18:04:56,In-Person,Support,Neutral,7
ENG-002307,ACC-000061,2024-11-03 19:52:11,Webinar,Marketing,Negative,2
ENG-002308,ACC-000029,2025-04-06 05:39:10,Email,Marketing,Positive,7
ENG-002309,ACC-000050,2022-11-25 06:07:37,Email,Sales,Neutral,8
ENG-002310,ACC-000037,2023-01-26 23:03:15,Call,Marketing,Neutral,6
ENG-002311,ACC-000010,2022-08-07 08:04:52,Call,Support,Negative,3
ENG-002312,ACC-000014,2023-12-25 05:23:12,In-Person,Marketing,Positive,2
ENG-002313,ACC-000010,2022-09-28 08:44:57,In-Person,Marketing,Neutral,9
ENG-002314,ACC-000047,2023-06-18 23:58:41,Email,Support,Neutral,5
ENG-002315,ACC-000027,2025-02-09 21:16:58,Webinar,Marketing,Neutral,3
ENG-002316,ACC-000003,2021-12-28 12:56:25,Webinar,Marketing,Negative,10
ENG-002317,ACC-000027,2023-06-29 12:36:13,Call,Sales,Negative,4
ENG-002318,ACC-000049,2021-09-19 22:57:02,In-Person,Marketing,Neutral,6
ENG-002319,ACC-000062,2025-03-05 11:12:53,Email,Sales,Neutral,8
ENG-002320,ACC-000033,2024-03-10 01:45:13,Call,Support,Neutral,2
ENG-002321,ACC-000025,2023-12-22 02:58:03,Email,Support,Positive,9
ENG-002322,ACC-000048,2023-12-17 01:22:10,Call,Support,Positive,8
ENG-002323,ACC-000056,2024-02-17 17:24:47,Call,Support,Neutral,8
ENG-002324,ACC-000011,2021-10-17 04:50:38,In-Person,Support,Negative,9
ENG-002325,ACC-000027,2023-07-02 03:21:16,In-Person,Support,Neutral,2
ENG-002326,ACC-000028,2025-04-10 05:56:09,Webinar,Marketing,Negative,5
ENG-002327,ACC-000034,2022-04-26 18:50:51,Webinar,Marketing,Neutral,10
ENG-002328,ACC-000042,2023-08-15 00:52:40,Email,Support,Neutral,9
ENG-002329,ACC-000044,2021-12-31 16:47:26,Email,Marketing,Negative,6
ENG-002330,ACC-000034,2025-03-07 04:23:21,Webinar,Sales,Neutral,4
ENG-002331,ACC-000060,2024-05-20 23:58:51,Webinar,Marketing,Negative,3
ENG-002332,ACC-000011,2023-02-11 11:23:19,In-Person,Support,Neutral,7
ENG-002333,ACC-000012,2023-09-29 15:32:24,Email,Sales,Positive,1
ENG-002334,ACC-000020,2022-10-05 01:14:15,Email,Support,Negative,2
ENG-002335,ACC-000035,2023-04-01 07:29:01,In-Person,Sales,Positive,1
ENG-002336,ACC-000040,2021-09-20 13:18:18,In-Person,Marketing,Positive,2
ENG-002337,ACC-000023,2025-03-12 09:20:17,Email,Sales,Negative,1
ENG-002338,ACC-000060,2025-02-14 14:05:45,Email,Sales,Neutral,7
ENG-002339,ACC-000038,2022-02-17 19:09:25,Webinar,Sales,Negative,7
ENG-002340,ACC-000060,2022-01-27 23:04:36,Webinar,Marketing,Negative,4
ENG-002341,ACC-000005,2022-05-05 17:19:37,Email,Support,Negative,4
ENG-002342,ACC-000018,2022-12-12 21:23:17,Email,Sales,Negative,2
ENG-002343,ACC-000009,2023-03-26 05:30:23,In-Person,Sales,Negative,10
ENG-002344,ACC-000039,2023-11-30 02:37:59,Webinar,Marketing,Negative,8
ENG-002345,ACC-000014,2025-04-15 13:24:27,Email,Support,Positive,4
ENG-002346,ACC-000006,2025-05-06 23:00:25,Email,Support,Positive,8
ENG-002347,ACC-000056,2023-06-09 09:13:42,Call,Sales,Positive,1
ENG-002348,ACC-000009,2022-02-06 01:30:44,In-Person,Sales,Negative,8
ENG-002349,ACC-000021,2022-11-02 01:21:32,Webinar,Marketing,Positive,4
ENG-002350,ACC-000036,2025-02-27 06:06:19,In-Person,Sales,Neutral,8
ENG-002351,ACC-000023,2024-07-14 07:46:58,Webinar,Marketing,Neutral,9
ENG-002352,ACC-000006,2022-04-04 17:54:59,Email,Support,Negative,5
ENG-002353,ACC-000046,2024-10-20 14:45:39,Email,Sales,Negative,8
ENG-002354,ACC-000032,2021-11-01 02:35:55,Webinar,Marketing,Positive,9
ENG-002355,ACC-000058,2023-07-26 00:03:37,In-Person,Marketing,Neutral,3
ENG-002356,ACC-000002,2022-11-27 07:03:12,Webinar,Sales,Negative,6
ENG-002357,ACC-000047,2024-03-04 20:20:08,In-Person,Support,Negative,9
ENG-002358,ACC-000057,2022-03-30 06:12:55,Email,Sales,Neutral,3
ENG-002359,ACC-000060,2022-10-28 10:39:08,Call,Support,Neutral,6
ENG-002360,ACC-000034,2024-03-10 05:33:54,Email,Support,Negative,5
ENG-002361,ACC-000022,2021-09-26 16:37:56,Call,Sales,Neutral,9
ENG-002362,ACC-000059,2021-07-05 21:27:39,Call,Marketing,Neutral,1
ENG-002363,ACC-000042,2023-05-31 19:29:41,Webinar,Marketing,Neutral,7
ENG-002364,ACC-000003,2022-08-27 11:35:12,Webinar,Sales,Negative,1
ENG-002365,ACC-000037,2022-05-19 20:04:09,Call,Marketing,Neutral,10
ENG-002366,ACC-000041,2024-09-23 01:04:16,In-Person,Sales,Positive,8
ENG-002367,ACC-000048,2024-10-12 05:28:30,Call,Support,Neutral,1
ENG-002368,ACC-000040,2022-03-17 11:48:25,Email,Marketing,Negative,3
ENG-002369,ACC-000056,2023-12-10 18:57:50,Email,Support,Neutral,2
ENG-002370,ACC-000004,2024-09-28 03:44:54,In-Person,Marketing,Negative,1
ENG-002371,ACC-000021,2022-03-01 16:37:05,Call,Marketing,Neutral,4
ENG-002372,ACC-000042,2023-07-29 02:29:08,Call,Sales,Negative,6
ENG-002373,ACC-000058,2024-10-30 08:30:47,Email,Marketing,Negative,6
ENG-002374,ACC-000034,2024-09-26 17:39:02,Call,Marketing,Neutral,7
ENG-002375,ACC-000054,2024-10-21 21:00:27,Call,Support,Positive,9
ENG-002376,ACC-000010,2021-11-12 08:08:53,Webinar,Support,Positive,8
ENG-002377,ACC-000003,2022-01-15 14:19:57,Webinar,Marketing,Positive,9
ENG-002378,ACC-000027,2024-02-08 03:11:38,Email,Marketing,Negative,1
ENG-002379,ACC-000020,2023-05-03 07:39:44,Webinar,Marketing,Neutral,2
ENG-002380,ACC-000022,2024-03-08 15:51:22,In-Person,Marketing,Negative,2
ENG-002381,ACC-000037,2023-04-26 15:17:01,In-Person,Support,Positive,2
ENG-002382,ACC-000012,2023-03-17 05:19:40,Call,Support,Neutral,10
ENG-002383,ACC-000041,2023-04-26 00:57:24,Call,Support,Positive,4
ENG-002384,ACC-000041,2023-07-10 04:30:04,Webinar,Sales,Positive,4
ENG-002385,ACC-000020,2023-02-14 00:48:03,Email,Marketing,Negative,3
ENG-002386,ACC-000020,2021-07-05 19:48:25,Call,Sales,Negative,5
ENG-002387,ACC-000012,2021-08-26 04:13:50,Webinar,Support,Negative,6
ENG-002388,ACC-000027,2023-10-05 18:35:12,Email,Support,Neutral,4
ENG-002389,ACC-000012,2022-05-04 08:25:51,Webinar,Sales,Negative,8
ENG-002390,ACC-000017,2024-08-06 14:40:24,Call,Sales,Neutral,10
ENG-002391,ACC-000024,2023-01-29 03:57:26,Webinar,Marketing,Negative,8
ENG-002392,ACC-000054,2021-07-20 10:33:42,Email,Support,Negative,7
ENG-002393,ACC-000010,2025-04-14 06:08:15,Email,Marketing,Neutral,6
ENG-002394,ACC-000042,2022-11-11 02:42:18,Webinar,Support,Neutral,9
ENG-002395,ACC-000036,2024-09-16 07:03:27,Webinar,Support,Negative,4
ENG-002396,ACC-000017,2025-01-12 22:44:42,Email,Sales,Neutral,1
ENG-002397,ACC-000060,2023-10-01 12:06:12,Call,Marketing,Negative,3
ENG-002398,ACC-000031,2022-04-20 14:56:37,Email,Sales,Negative,6
ENG-002399,ACC-000024,2021-07-26 09:41:25,In-Person,Marketing,Negative,1
ENG-002400,ACC-000021,2024-05-14 20:43:42,Call,Marketing,Neutral,1
ENG-002401,ACC-000011,2021-07-04 23:28:35,In-Person,Sales,Neutral,6
ENG-002402,ACC-000042,2024-02-27 02:18:39,Call,Support,Neutral,5
ENG-002403,ACC-000011,2024-08-11 04:26:24,In-Person,Marketing,Positive,1
ENG-002404,ACC-000029,2022-07-20 02:31:38,In-Person,Marketing,Negative,7
ENG-002405,ACC-000047,2022-06-15 01:31:33,In-Person,Sales,Positive,5
ENG-002406,ACC-000047,2024-06-09 22:12:19,Webinar,Marketing,Neutral,8
ENG-002407,ACC-000044,2025-03-21 22:06:16,In-Person,Sales,Positive,4
ENG-002408,ACC-000049,2022-12-15 12:01:08,Call,Sales,Neutral,5
ENG-002409,ACC-000062,2022-10-26 09:22:18,In-Person,Marketing,Positive,3
ENG-002410,ACC-000033,2022-01-14 20:37:03,Email,Sales,Negative,9
ENG-002411,ACC-000013,2021-12-05 02:58:08,Email,Support,Negative,6
ENG-002412,ACC-000051,2023-02-14 09:31:37,Call,Support,Neutral,3
ENG-002413,ACC-000052,2023-08-19 11:28:22,Webinar,Sales,Neutral,3
ENG-002414,ACC-000030,2023-12-30 00:57:46,Call,Marketing,Positive,4
ENG-002415,ACC-000057,2022-10-17 02:31:36,Email,Sales,Neutral,2
ENG-002416,ACC-000012,2022-03-15 00:41:34,Email,Support,Neutral,2
ENG-002417,ACC-000047,2021-10-07 23:48:19,Email,Support,Negative,9
ENG-002418,ACC-000055,2024-12-29 08:51:11,Webinar,Support,Neutral,3
ENG-002419,ACC-000023,2021-09-07 14:13:57,Call,Sales,Negative,7
ENG-002420,ACC-000045,2022-10-04 19:30:52,Email,Sales,Negative,7
ENG-002421,ACC-000054,2022-09-23 08:34:29,In-Person,Marketing,Positive,2
ENG-002422,ACC-000025,2023-06-06 19:53:37,Email,Sales,Positive,7
ENG-002423,ACC-000050,2024-08-02 05:16:09,Webinar,Sales,Negative,7
ENG-002424,ACC-000039,2023-09-14 19:29:12,In-Person,Marketing,Positive,6
ENG-002425,ACC-000032,2024-01-11 00:00:39,Call,Support,Negative,3
ENG-002426,ACC-000050,2023-09-20 18:15:03,Email,Sales,Neutral,6
ENG-002427,ACC-000033,2022-12-05 09:08:10,Call,Marketing,Negative,7
ENG-002428,ACC-000059,2023-05-03 05:56:25,Call,Marketing,Positive,3
ENG-002429,ACC-000032,2025-04-07 23:48:02,Email,Support,Positive,5
ENG-002430,ACC-000028,2024-05-30 10:44:55,Call,Sales,Neutral,3
ENG-002431,ACC-000028,2022-01-22 09:45:37,Email,Sales,Neutral,7
ENG-002432,ACC-000044,2022-12-12 23:44:06,In-Person,Support,Neutral,7
ENG-002433,ACC-000012,2025-04-28 19:45:06,Email,Sales,Negative,9
ENG-002434,ACC-000054,2023-07-30 00:54:53,Call,Sales,Positive,6
ENG-002435,ACC-000044,2023-01-07 15:34:21,Call,Marketing,Neutral,1
ENG-002436,ACC-000011,2024-09-05 20:03:53,Webinar,Support,Negative,9
ENG-002437,ACC-000025,2022-04-17 06:45:38,In-Person,Support,Neutral,7
ENG-002438,ACC-000028,2022-03-11 17:01:53,Call,Sales,Neutral,5
ENG-002439,ACC-000048,2025-05-07 09:11:47,Call,Marketing,Neutral,9
ENG-002440,ACC-000024,2025-05-24 22:54:27,In-Person,Marketing,Neutral,9
ENG-002441,ACC-000024,2024-12-10 23:35:35,Call,Support,Neutral,9
ENG-002442,ACC-000049,2023-03-17 05:15:34,In-Person,Marketing,Positive,3
ENG-002443,ACC-000001,2021-07-28 06:45:02,Webinar,Marketing,Negative,5
ENG-002444,ACC-000013,2022-06-18 09:46:47,In-Person,Sales,Positive,8
ENG-002445,ACC-000019,2022-06-12 01:02:07,Call,Support,Neutral,8
ENG-002446,ACC-000024,2024-08-01 04:32:51,Call,Marketing,Negative,6
ENG-002447,ACC-000017,2022-01-18 09:26:05,In-Person,Sales,Negative,5
ENG-002448,ACC-000050,2022-05-22 15:28:16,Call,Marketing,Neutral,3
ENG-002449,ACC-000019,2024-08-11 22:05:20,Webinar,Sales,Positive,8
ENG-002450,ACC-000021,2021-08-01 14:42:53,Webinar,Marketing,Positive,10
ENG-002451,ACC-000008,2023-12-31 15:04:16,Webinar,Marketing,Positive,9
ENG-002452,ACC-000048,2023-08-21 11:49:53,In-Person,Support,Positive,2
ENG-002453,ACC-000035,2022-03-18 01:56:12,Call,Support,Negative,3
ENG-002454,ACC-000041,2022-01-05 21:32:25,In-Person,Sales,Neutral,6
ENG-002455,ACC-000030,2023-01-19 01:14:55,Email,Marketing,Negative,10
ENG-002456,ACC-000030,2024-07-07 05:50:04,Call,Support,Neutral,6
ENG-002457,ACC-000003,2024-04-04 03:37:55,Email,Marketing,Negative,2
ENG-002458,ACC-000025,2024-11-10 02:22:11,Call,Sales,Negative,5
ENG-002459,ACC-000028,2021-08-25 14:44:18,In-Person,Support,Positive,5
ENG-002460,ACC-000047,2023-02-01 09:54:59,Call,Sales,Positive,4
ENG-002461,ACC-000037,2025-03-21 05:39:46,Webinar,Sales,Negative,9
ENG-002462,ACC-000035,2024-03-19 06:37:45,Email,Marketing,Positive,6
ENG-002463,ACC-000037,2022-07-30 22:14:25,In-Person,Support,Neutral,5
ENG-002464,ACC-000048,2024-10-08 16:00:01,Email,Sales,Negative,1
ENG-002465,ACC-000039,2023-10-07 06:02:10,In-Person,Support,Negative,5
ENG-002466,ACC-000018,2024-02-21 13:52:38,Call,Sales,Positive,1
ENG-002467,ACC-000051,2021-09-12 01:10:55,In-Person,Marketing,Positive,5
ENG-002468,ACC-000018,2024-01-07 04:49:22,In-Person,Marketing,Negative,6
ENG-002469,ACC-000007,2021-09-11 01:49:16,Email,Support,Positive,6
ENG-002470,ACC-000015,2024-04-21 21:45:22,Call,Marketing,Neutral,10
ENG-002471,ACC-000053,2021-12-13 12:29:25,In-Person,Marketing,Neutral,10
ENG-002472,ACC-000022,2024-04-08 20:29:44,In-Person,Sales,Negative,1
ENG-002473,ACC-000022,2025-01-17 10:32:32,Webinar,Sales,Neutral,8
ENG-002474,ACC-000010,2021-07-29 05:45:19,In-Person,Marketing,Neutral,4
ENG-002475,ACC-000035,2021-09-11 12:03:43,Email,Marketing,Neutral,5
ENG-002476,ACC-000026,2024-06-04 01:27:48,Call,Marketing,Negative,2
ENG-002477,ACC-000041,2021-12-25 10:41:11,In-Person,Marketing,Neutral,2
ENG-002478,ACC-000014,2023-04-07 00:14:53,Webinar,Sales,Neutral,6
ENG-002479,ACC-000029,2023-05-19 18:57:58,In-Person,Support,Positive,10
ENG-002480,ACC-000038,2023-02-09 06:37:00,Email,Marketing,Neutral,10
ENG-002481,ACC-000028,2022-01-06 13:41:12,In-Person,Support,Neutral,9
ENG-002482,ACC-000048,2023-10-26 17:53:42,In-Person,Support,Neutral,9
ENG-002483,ACC-000009,2022-07-26 04:29:43,In-Person,Marketing,Positive,2
ENG-002484,ACC-000026,2023-07-05 12:30:22,Email,Support,Positive,10
ENG-002485,ACC-000019,2024-06-22 21:16:21,Email,Support,Negative,7
ENG-002486,ACC-000036,2022-02-21 10:43:15,In-Person,Sales,Positive,7
ENG-002487,ACC-000058,2022-05-13 19:08:04,Webinar,Sales,Neutral,2
ENG-002488,ACC-000043,2024-06-12 12:21:58,Webinar,Marketing,Negative,9
ENG-002489,ACC-000026,2024-05-28 19:58:12,Email,Sales,Neutral,8
ENG-002490,ACC-000019,2024-03-03 17:26:20,In-Person,Support,Positive,7
ENG-002491,ACC-000019,2021-07-13 00:37:39,Call,Marketing,Neutral,8
ENG-002492,ACC-000042,2022-10-09 08:09:50,Email,Marketing,Positive,7
ENG-002493,ACC-000038,2023-04-13 08:57:14,In-Person,Sales,Neutral,4
ENG-002494,ACC-000041,2024-04-21 10:22:20,Call,Marketing,Positive,3
ENG-002495,ACC-000040,2021-12-02 10:31:49,Call,Marketing,Negative,7
ENG-002496,ACC-000061,2024-04-22 16:53:02,Call,Sales,Negative,4
ENG-002497,ACC-000011,2023-09-14 20:15:47,In-Person,Marketing,Positive,6
ENG-002498,ACC-000002,2022-08-21 23:12:23,In-Person,Marketing,Negative,4
ENG-002499,ACC-000055,2024-02-21 01:18:46,Email,Sales,Neutral,4
ENG-002500,ACC-000012,2024-01-25 09:24:48,In-Person,Marketing,Positive,6
ENG-002501,ACC-000009,2024-06-21 02:42:02,Webinar,Support,Positive,4
ENG-002502,ACC-000037,2022-01-27 15:33:20,In-Person,Sales,Positive,10
ENG-002503,ACC-000029,2023-04-10 04:41:04,Email,Support,Neutral,9
ENG-002504,ACC-000042,2025-01-08 22:42:24,Call,Marketing,Neutral,3
ENG-002505,ACC-000016,2025-04-24 12:46:57,In-Person,Marketing,Positive,1
ENG-002506,ACC-000048,2021-12-08 13:12:54,Call,Marketing,Negative,7
ENG-002507,ACC-000056,2023-09-01 06:59:31,In-Person,Sales,Positive,7
ENG-002508,ACC-000062,2024-07-19 03:16:33,Webinar,Marketing,Negative,2
ENG-002509,ACC-000046,2024-02-13 03:10:40,Call,Sales,Neutral,1
ENG-002510,ACC-000019,2021-12-28 11:11:30,In-Person,Marketing,Positive,6
ENG-002511,ACC-000026,2022-09-10 17:48:04,In-Person,Sales,Positive,2
ENG-002512,ACC-000010,2021-12-22 16:25:29,Webinar,Marketing,Positive,3
ENG-002513,ACC-000024,2024-10-29 15:42:17,In-Person,Marketing,Neutral,3
ENG-002514,ACC-000059,2021-12-10 15:31:37,Email,Sales,Positive,5
ENG-002515,ACC-000007,2023-08-10 18:47:10,Webinar,Marketing,Negative,2
ENG-002516,ACC-000030,2022-05-03 03:48:47,In-Person,Support,Neutral,6
ENG-002517,ACC-000019,2024-01-30 14:57:43,In-Person,Sales,Neutral,5
ENG-002518,ACC-000037,2022-05-04 20:55:32,Webinar,Marketing,Positive,3
ENG-002519,ACC-000010,2024-10-19 02:08:22,Webinar,Support,Positive,6
ENG-002520,ACC-000037,2022-08-11 02:51:09,Webinar,Marketing,Neutral,5
ENG-002521,ACC-000061,2025-01-10 06:15:06,Email,Marketing,Negative,5
ENG-002522,ACC-000031,2023-09-19 06:01:45,In-Person,Marketing,Neutral,3
ENG-002523,ACC-000048,2022-05-07 20:39:01,Email,Support,Negative,5
ENG-002524,ACC-000055,2023-01-05 14:01:19,In-Person,Sales,Negative,4
ENG-002525,ACC-000002,2024-06-25 07:45:06,Email,Marketing,Neutral,3
ENG-002526,ACC-000038,2023-03-27 02:32:54,Call,Sales,Neutral,9
ENG-002527,ACC-000048,2022-09-30 09:13:11,In-Person,Sales,Negative,3
ENG-002528,ACC-000023,2022-03-04 16:53:24,Email,Marketing,Negative,6
ENG-002529,ACC-000034,2021-08-28 18:52:48,Webinar,Sales,Neutral,3
ENG-002530,ACC-000056,2023-10-28 01:49:23,In-Person,Support,Neutral,7
ENG-002531,ACC-000001,2023-08-08 15:10:25,Call,Sales,Positive,5
ENG-002532,ACC-000014,2025-05-12 18:17:02,Email,Support,Neutral,10
ENG-002533,ACC-000050,2022-05-17 05:07:18,Call,Marketing,Positive,6
ENG-002534,ACC-000032,2024-06-01 15:49:49,In-Person,Marketing,Negative,1
ENG-002535,ACC-000054,2025-06-17 03:07:33,Email,Marketing,Positive,6
ENG-002536,ACC-000043,2023-07-15 06:10:46,Call,Sales,Negative,2
ENG-002537,ACC-000061,2022-11-24 03:31:30,Webinar,Marketing,Positive,5
ENG-002538,ACC-000036,2022-06-27 20:43:08,Call,Support,Neutral,10
ENG-002539,ACC-000034,2021-07-02 19:48:32,Email,Support,Neutral,3
ENG-002540,ACC-000045,2021-07-18 09:03:39,Email,Support,Negative,8
ENG-002541,ACC-000012,2024-05-06 22:01:37,Call,Marketing,Neutral,9
ENG-002542,ACC-000018,2021-11-13 19:59:42,Call,Marketing,Positive,2
ENG-002543,ACC-000058,2025-05-07 08:40:03,Email,Marketing,Neutral,1
ENG-002544,ACC-000014,2021-12-17 02:53:30,Email,Support,Negative,10
ENG-002545,ACC-000031,2025-01-16 01:26:27,In-Person,Support,Negative,1
ENG-002546,ACC-000021,2023-12-07 11:41:43,Call,Support,Neutral,2
ENG-002547,ACC-000029,2024-05-02 20:40:27,Call,Sales,Positive,2
ENG-002548,ACC-000035,2023-08-05 03:15:44,Email,Marketing,Neutral,5
ENG-002549,ACC-000037,2022-02-15 06:14:18,Call,Marketing,Neutral,2
ENG-002550,ACC-000047,2021-11-15 12:15:15,In-Person,Marketing,Positive,10
ENG-002551,ACC-000052,2024-10-21 12:34:22,In-Person,Support,Neutral,7
ENG-002552,ACC-000039,2023-09-01 11:29:13,Webinar,Sales,Negative,3
ENG-002553,ACC-000022,2021-10-23 03:43:44,In-Person,Marketing,Neutral,5
ENG-002554,ACC-000017,2024-07-26 14:08:08,Email,Sales,Neutral,9
ENG-002555,ACC-000033,2024-07-26 14:36:24,Webinar,Marketing,Neutral,2
ENG-002556,ACC-000049,2021-12-02 22:06:41,Email,Sales,Positive,6
ENG-002557,ACC-000058,2025-05-04 02:20:57,In-Person,Sales,Positive,3
ENG-002558,ACC-000005,2022-07-31 02:04:40,In-Person,Marketing,Neutral,2
ENG-002559,ACC-000060,2024-03-25 12:20:44,In-Person,Sales,Negative,9
ENG-002560,ACC-000053,2022-06-22 16:00:32,Email,Support,Positive,4
ENG-002561,ACC-000014,2023-06-08 02:38:56,Webinar,Marketing,Neutral,6
ENG-002562,ACC-000050,2022-10-01 10:14:08,In-Person,Support,Negative,5
ENG-002563,ACC-000060,2022-08-12 21:01:24,Email,Marketing,Negative,3
ENG-002564,ACC-000021,2023-06-19 19:14:36,Email,Support,Neutral,3
ENG-002565,ACC-000055,2021-09-14 08:51:14,Email,Marketing,Negative,3
ENG-002566,ACC-000021,2021-11-30 14:52:29,In-Person,Marketing,Negative,7
ENG-002567,ACC-000050,2024-12-12 19:13:03,Webinar,Support,Neutral,8
ENG-002568,ACC-000060,2022-03-26 23:05:03,Webinar,Sales,Positive,5
ENG-002569,ACC-000022,2025-03-17 12:02:49,Webinar,Marketing,Neutral,8
ENG-002570,ACC-000020,2021-08-28 20:19:37,In-Person,Marketing,Neutral,7
ENG-002571,ACC-000001,2025-02-11 11:51:46,In-Person,Support,Neutral,6
ENG-002572,ACC-000042,2022-09-22 22:51:30,Email,Sales,Neutral,1
ENG-002573,ACC-000053,2023-01-09 03:30:17,Email,Support,Negative,5
ENG-002574,ACC-000019,2024-11-24 19:23:51,Webinar,Support,Neutral,7
ENG-002575,ACC-000051,2024-05-14 21:24:50,In-Person,Sales,Negative,9
ENG-002576,ACC-000048,2022-10-27 08:17:41,Email,Support,Negative,9
ENG-002577,ACC-000029,2023-04-21 07:58:52,Webinar,Support,Positive,4
ENG-002578,ACC-000011,2024-08-18 20:30:11,Webinar,Marketing,Neutral,10
ENG-002579,ACC-000031,2021-12-25 14:50:00,Call,Marketing,Neutral,8
ENG-002580,ACC-000016,2021-11-23 03:31:42,Webinar,Marketing,Negative,7
ENG-002581,ACC-000004,2025-02-09 22:28:34,Call,Support,Negative,6
ENG-002582,ACC-000018,2024-09-18 09:37:22,Webinar,Sales,Neutral,2
ENG-002583,ACC-000031,2025-04-11 14:13:15,Email,Marketing,Positive,6
ENG-002584,ACC-000050,2021-09-07 20:35:53,In-Person,Support,Positive,10
ENG-002585,ACC-000020,2021-07-13 14:20:21,Email,Marketing,Positive,8
ENG-002586,ACC-000016,2025-02-11 02:32:37,Webinar,Marketing,Negative,5
ENG-002587,ACC-000036,2022-01-29 13:26:51,Webinar,Marketing,Positive,3
ENG-002588,ACC-000050,2024-04-24 01:23:48,Call,Marketing,Negative,6
ENG-002589,ACC-000062,2024-03-29 23:02:33,Webinar,Sales,Negative,4
ENG-002590,ACC-000012,2022-03-20 10:53:14,Webinar,Sales,Positive,8
ENG-002591,ACC-000024,2022-11-21 03:05:33,Webinar,Support,Negative,5
ENG-002592,ACC-000017,2023-01-04 23:18:59,Call,Support,Positive,7
ENG-002593,ACC-000028,2025-04-18 04:08:08,In-Person,Sales,Positive,9
ENG-002594,ACC-000004,2023-05-09 12:54:31,Webinar,Support,Negative,7
ENG-002595,ACC-000003,2024-02-19 12:22:31,Webinar,Marketing,Neutral,5
ENG-002596,ACC-000037,2022-08-19 09:01:41,Webinar,Marketing,Positive,2
ENG-002597,ACC-000037,2025-03-24 05:40:14,Call,Marketing,Positive,9
ENG-002598,ACC-000011,2024-08-10 08:28:58,Call,Marketing,Neutral,10
ENG-002599,ACC-000042,2021-11-19 23:12:18,Email,Support,Negative,7
ENG-002600,ACC-000053,2023-01-28 10:05:22,Webinar,Sales,Neutral,3
ENG-002601,ACC-000042,2024-12-15 13:47:59,Webinar,Support,Positive,10
ENG-002602,ACC-000022,2022-12-12 23:21:29,In-Person,Marketing,Negative,7
ENG-002603,ACC-000057,2022-04-08 15:35:42,Call,Sales,Negative,5
ENG-002604,ACC-000001,2021-12-22 09:41:36,In-Person,Support,Positive,4
ENG-002605,ACC-000021,2023-03-13 03:47:51,In-Person,Support,Neutral,4
ENG-002606,ACC-000038,2023-03-12 08:08:19,Webinar,Marketing,Neutral,4
ENG-002607,ACC-000050,2023-06-07 18:43:29,Webinar,Marketing,Negative,3
ENG-002608,ACC-000013,2022-08-24 20:24:03,Email,Support,Neutral,3
ENG-002609,ACC-000007,2025-01-16 19:11:39,Call,Marketing,Negative,1
ENG-002610,ACC-000050,2023-02-17 18:14:40,Email,Marketing,Neutral,2
ENG-002611,ACC-000021,2024-06-04 07:09:20,Webinar,Support,Negative,4
ENG-002612,ACC-000013,2025-02-09 01:03:50,Webinar,Support,Neutral,5
ENG-002613,ACC-000015,2023-07-11 11:59:42,Email,Sales,Positive,3
ENG-002614,ACC-000057,2024-11-22 04:07:43,In-Person,Support,Neutral,1
ENG-002615,ACC-000029,2023-04-14 17:19:44,Email,Sales,Positive,8
ENG-002616,ACC-000029,2024-04-01 12:28:44,In-Person,Support,Positive,7
ENG-002617,ACC-000038,2025-04-05 02:49:18,Call,Support,Positive,9
ENG-002618,ACC-000059,2024-11-17 12:40:14,Call,Support,Positive,2
ENG-002619,ACC-000061,2022-03-14 15:41:26,In-Person,Marketing,Negative,6
ENG-002620,ACC-000048,2021-12-21 04:46:58,Webinar,Sales,Positive,4
ENG-002621,ACC-000006,2022-01-20 10:07:06,Webinar,Sales,Neutral,9
ENG-002622,ACC-000008,2024-06-14 00:49:22,In-Person,Support,Positive,7
ENG-002623,ACC-000052,2024-07-31 00:17:53,In-Person,Sales,Positive,6
ENG-002624,ACC-000024,2021-09-27 16:13:29,Webinar,Support,Neutral,5
ENG-002625,ACC-000015,2025-01-30 05:22:22,Call,Marketing,Negative,7
ENG-002626,ACC-000057,2022-03-03 04:25:12,In-Person,Support,Neutral,6
ENG-002627,ACC-000003,2021-12-06 16:26:01,Email,Support,Positive,10
ENG-002628,ACC-000001,2023-04-05 20:21:58,Email,Marketing,Positive,3
ENG-002629,ACC-000045,2025-05-14 02:43:29,In-Person,Support,Positive,10
